Marca temporal,1. Utiliza habitualmente la página web de ATM,2. Le resultó simple la creación de su cuenta en Mis Trámites,3. Le resulta comprensible la sección de Mis Trámites,4. El trámite que realizó dentro de Mis Trámites fue resuelto de forma:,5. La información brindada por la página web de ATM es:,6. El boleto para pagar el año 2021 lo obtiene por:,Agregue aquí su sugerencia
6/5/2021 14:44:55,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
6/5/2021 14:58:25,SI,SI,SI,Nada satisfactoria,Regular,Descarga de la página web de ATM,"Es muy mala la atención al cliente. Los emails los responden como si fueran respuestas automáticas, cero colaboración y ayuda. Además la línea telefónica nunca funciona. No atienden y al rato de 20min se corta directamente. Muy malo el servicio."
6/5/2021 15:25:22,SI,SI,SI,Muy satisfactoria,Buena,Entrega en su domicilio real,
6/5/2021 15:43:12,NO,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,
6/5/2021 16:32:51,NO,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,
6/5/2021 17:04:54,NO,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,
6/5/2021 17:48:55,NO,SI,NO,Poco satisfactoria,Regular,Entrega en su domicilio real,"Facilitar más el uso de esta herramienta; la entienden facilmente solo los que pasan el día sobre  ella y los que tenemos que usarla periódicamente, encontramos dificultades. Por ejemplo: Estoy intentando solicitar  un Plan de Pago para regularizar mi deuda 2020 y luego de horas de intentos, no encuentro el camino a seguir. Si el sistema fuera más amigable, yo, con los conocimientos actuales de informática q"
6/5/2021 17:56:04,SI,NO,SI,Satisfactoria,Buena,Descarga de la página web de ATM,Algunas secciones no son de fácil compresión para un usuario que no es contador
6/5/2021 18:15:03,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,
6/5/2021 19:10:14,SI,SI,SI,Satisfactoria,,Descarga de la página web de ATM,"no reclamen deudas prescriptas , estan ahogando al contribuyente y ponen palos en la ruedad"
6/5/2021 19:14:31,SI,SI,NO,Nada satisfactoria,Buena,Descarga de la página web de ATM," ""ALGUNOS"" TRAMITES REALIZADOS EN LA DIRECCIÓN GENERAL DE CATASTRO, TIENEN DEMASIADA  DEMORA, LO QUE PRODUCE INCONVENIENTES IMPORTANTES EN LA TRANSFERENCIA DE LOS INMUEBLES"
6/5/2021 20:15:35,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
6/5/2021 20:32:04,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
6/5/2021 22:29:50,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
6/5/2021 22:42:34,NO,NO,NO,Poco satisfactoria,Regular,Recepción por correo electrónico,
6/5/2021 23:09:40,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,no encontre el nombre de mi tramite
6/5/2021 23:27:41,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
7/5/2021 1:28:24,SI,SI,SI,Poco satisfactoria,Regular,Descarga de la página web de ATM,debe aclarar mas los detalles en mis tramites para adjuntar documentacion falta para adjuntar en el expediente  que se tramita hay que colocar otros para los que faltan
7/5/2021 10:20:24,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
7/5/2021 10:20:52,SI,SI,SI,Muy satisfactoria,Muy Buena,Recepción por correo electrónico,
7/5/2021 10:36:34,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
7/5/2021 11:04:34,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
7/5/2021 11:42:26,NO,SI,SI,Satisfactoria,Muy Buena,Recepción por correo electrónico,
7/5/2021 11:45:09,SI,NO,SI,Poco satisfactoria,Regular,Descarga de la página web de ATM,
7/5/2021 11:56:45,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
7/5/2021 12:14:25,SI,SI,NO,Satisfactoria,Buena,Descarga de la página web de ATM,Ayuda con un representante online.
7/5/2021 12:22:36,NO,SI,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,"yo necesito de mis hijas para poder entender esto, yo soy un señor grande sin tecnología, me cuesta muchísimo. tal vez se debería tener en cuenta cierta edad para realizar tramites de manera más presencial."
7/5/2021 12:24:23,SI,SI,NO,Muy satisfactoria,Regular,Descarga de la página web de ATM,
7/5/2021 12:38:51,NO,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
7/5/2021 12:48:01,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
7/5/2021 13:28:13,SI,SI,SI,Satisfactoria,Regular,Recepción por correo electrónico,
7/5/2021 13:36:45,SI,SI,NO,Satisfactoria,Buena,Entrega en su domicilio real,DEBERÍA SER MAS EXPLICATIVA LA PAGINA
7/5/2021 14:33:57,NO,NO,NO,Nada satisfactoria,Regular,Descarga de la página web de ATM,Falta un lugar claro en los cuales poder hacer un reclamo especifico
7/5/2021 15:06:47,SI,SI,SI,Satisfactoria,Muy Buena,Recepción por correo electrónico,Ninguna
7/5/2021 15:08:50,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,Estoy esperanto una respuesta de expediente electrónico
7/5/2021 15:21:48,NO,SI,NO,Satisfactoria,Buena,Descarga de la página web de ATM,"El uso de plataformas para realizar trámites es muy cómodo y estoy acostumbrada a hacerlo pero esta vez me costó un poco hallar el trámite que necesitaba realizar. Yo pude navegar por la página, comprender la información, escanear los documentos etc. pero no sé si cualquier persona puede realizar un trámite a través de este medio. Hay que seguir trabajando en la simplificación."
7/5/2021 17:38:37,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
7/5/2021 18:09:50,SI,SI,NO,Poco satisfactoria,Regular,Entrega en su domicilio real,"para abonar la tasa de justicia es complejo el formulario, ademas de poco claro. "
7/5/2021 19:35:39,SI,NO,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,
7/5/2021 19:47:59,NO,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,
7/5/2021 20:32:09,NO,NO,SI,Satisfactoria,Mala,Descarga de la página web de ATM,
7/5/2021 20:56:48,SI,SI,NO,Nada satisfactoria,Regular,Descarga de la página web de ATM,"DEBEN REGISTRAR LOS PAGOS, ASI EVITAN TRAMITES DE LOS CONTRIBUYENTES"
8/5/2021 8:24:09,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
8/5/2021 9:02:09,SI,SI,SI,Satisfactoria,Buena,bolsa de comercio,
8/5/2021 14:26:58,SI,SI,SI,Poco satisfactoria,Muy Buena,desconozco ya que mi esposo fallecio 3/4/21,
8/5/2021 19:49:42,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
8/5/2021 19:55:39,SI,NO,SI,Poco satisfactoria,Regular,Descarga de la página web de ATM,
9/5/2021 0:04:08,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
9/5/2021 12:23:01,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
9/5/2021 19:27:08,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
9/5/2021 20:26:21,NO,NO,NO,Satisfactoria,Buena,Descarga de la página web de ATM,
10/5/2021 7:38:49,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
10/5/2021 8:12:52,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
10/5/2021 10:01:40,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
10/5/2021 10:13:38,NO,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,
10/5/2021 10:17:43,SI,SI,SI,Satisfactoria,Mala,Descarga de la página web de ATM,"Deberían actualizar los instructivos y agregar más, hay temas que no están y hay que buscar información en otro lado"
10/5/2021 10:21:17,SI,SI,SI,Poco satisfactoria,Muy Buena,Descarga de la página web de ATM,
10/5/2021 10:25:44,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
10/5/2021 10:36:20,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
10/5/2021 10:52:10,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
10/5/2021 10:52:15,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,"En varias oportunidades la página muestra que no han sido presentadas declaraciones juradas, cuando han sido presentadas en tiempo y forma...y esta situación trae complicaciones al querer generar el estado de cumplimiento...ya que hay que esperar que se procese la información que no muestra el sistema y que está presentada."
10/5/2021 10:58:56,SI,NO,NO,Poco satisfactoria,Buena,Descarga de la página web de ATM,
10/5/2021 11:30:21,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,Pagina correcta
10/5/2021 12:12:17,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
10/5/2021 12:38:10,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
10/5/2021 13:03:33,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
10/5/2021 13:05:17,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
10/5/2021 13:24:43,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
10/5/2021 13:25:43,NO,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,
10/5/2021 13:33:35,SI,SI,SI,Satisfactoria,Regular,Entrega en su domicilio real,
10/5/2021 14:04:38,NO,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,
10/5/2021 14:08:34,SI,SI,SI,Poco satisfactoria,Muy Buena,Descarga de la página web de ATM,"Que lean los reclamos porque hice un reclamo y me respondieron con algo que ya se. Y no e dieron una solución, entonces al final una opta por tener que ir presencialmente."
10/5/2021 16:25:07,SI,NO,SI,Nada satisfactoria,Buena,Descarga de la página web de ATM,
10/5/2021 16:25:21,SI,SI,NO,Muy satisfactoria,Buena,Descarga de la página web de ATM,
10/5/2021 16:50:18,SI,SI,SI,Satisfactoria,Regular,Descarga de la página web de ATM,
10/5/2021 16:57:05,SI,SI,SI,Muy satisfactoria,Muy Buena,Recepción por correo electrónico,
10/5/2021 17:52:07,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
10/5/2021 19:04:58,SI,SI,SI,Muy satisfactoria,Muy Buena,Entrega en su domicilio real,Excelente el servicio. Espero que siga así y mejorando. Felicitaciones
10/5/2021 19:10:54,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
10/5/2021 20:09:14,NO,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,
10/5/2021 21:36:38,NO,NO,SI,Nada satisfactoria,Buena,Recepción por correo electrónico,"No logré mi objetivo, realizar PLAN DE PAGO por deuda de patente. Imagino que recibiré por mail lo solicitado. Gracias"
10/5/2021 22:50:19,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
11/5/2021 7:32:12,SI,SI,NO,Satisfactoria,Buena,Descarga de la página web de ATM,
11/5/2021 7:58:01,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
11/5/2021 8:45:56,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"Mayor agilidad en algunos trámites. Incorporación de más trámites online de Ingresos Brutos. Modificación de actividades, domicilios, etc."
11/5/2021 8:48:50,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
11/5/2021 9:00:31,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,
11/5/2021 9:19:02,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,ME GUSTARIA QUE HAGAN MAS CAPACITACIONES PARA PODER UTILIZAR LAS PAGINAS CORRECTAMENTE 
11/5/2021 10:00:40,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,"En el proceso de sellado ""automático"", podría generar el comprobante ""formal"" de sellado exento; podría permitir agregar al verdadero locador, que no siempre es el titular registral, por ej en caso de usufructos vitalicios. Debería permitir agregar más propiedades pues a veces en un solo contrato hay más de una propiedad. Gracias"
11/5/2021 10:33:25,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,se demoran en el sellado de cesión de derechos y acciones
11/5/2021 10:38:29,SI,SI,SI,Muy satisfactoria,Muy Buena,Entrega en su domicilio real,
11/5/2021 10:48:32,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,Debería ajustar mejor la salida de archivos al sistema Convenio Multilateral
11/5/2021 11:29:26,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
11/5/2021 12:27:27,SI,NO,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,PARA LOS CONTRATOS DE ALQUILER NO HA SIDO FÁCIL HACER EL TRAMITE DE SELLADO
11/5/2021 12:32:50,SI,SI,SI,Nada satisfactoria,Regular,Descarga de la página web de ATM,
11/5/2021 12:58:57,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
11/5/2021 13:07:06,NO,NO,NO,Satisfactoria,Regular,Recepción por correo electrónico,El teléfono  muchísimo tiempo de espera 
11/5/2021 13:19:42,SI,SI,SI,Poco satisfactoria,Muy Buena,Descarga de la página web de ATM,
11/5/2021 15:18:10,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
11/5/2021 15:18:15,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
11/5/2021 15:25:43,NO,SI,NO,Nada satisfactoria,Buena,Recepción por correo electrónico,
11/5/2021 15:30:27,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
11/5/2021 16:06:15,NO,SI,SI,Satisfactoria,Muy Buena,Recepción por correo electrónico,por ejemplo para tramitar la suspension de cobro por hurto/ robo luego como sigo el tramite? no entendi
11/5/2021 17:55:30,NO,NO,SI,Poco satisfactoria,Buena,Recepción por correo electrónico,
11/5/2021 19:02:57,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,
11/5/2021 19:10:14,SI,SI,SI,Satisfactoria,Regular,Descarga de la página web de ATM,
11/5/2021 19:16:09,NO,SI,NO,Satisfactoria,Buena,Descarga de la página web de ATM,
11/5/2021 19:24:08,SI,SI,SI,Satisfactoria,Muy Buena,pago mis cuentas,"Esta muy bien, siempre se puede mejorar, sugiero explicitar el pago de sellado no todos poseen la escala de acuerdo a los valores de los alquileres en los Contratos máxime que ahora es por 3 años."
11/5/2021 19:35:32,SI,NO,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
11/5/2021 20:01:42,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
11/5/2021 20:57:23,NO,NO,NO,Nada satisfactoria,Buena,Descarga de la página web de ATM,
11/5/2021 21:29:10,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
11/5/2021 22:13:31,SI,SI,SI,Muy satisfactoria,Buena,BCM,
11/5/2021 22:55:11,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
12/5/2021 0:00:09,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
12/5/2021 7:46:23,SI,NO,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
12/5/2021 10:01:33,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
12/5/2021 10:07:29,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
12/5/2021 10:24:05,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
12/5/2021 10:43:31,NO,NO,NO,Poco satisfactoria,Regular,Abono ingresos brutos desde el monotributo unificado,Poner un chat virtual para consultas. Agregar gente que atienda llamadas. 
12/5/2021 11:01:58,SI,SI,SI,Poco satisfactoria,Regular,Descarga de la página web de ATM,"en varias ocasiones la pagina no funciona, es imposible realizar los pagos de tasa de justicia, por la web ya que la misma deja de funcionar,. los expedientes electrónicos, sin movimientos desde sus inicios, por mas bonita que sea la pagina y plataforma si luego no funciona, o no verifican los expedientes carece todo de sentido, "
12/5/2021 11:04:47,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,
12/5/2021 11:57:26,SI,SI,SI,Poco satisfactoria,Buena,Recepción por correo electrónico,
12/5/2021 12:22:04,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,
12/5/2021 12:37:52,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,"Agregar otros tipos de trámites, por ejemplo: Reclamo BD "
12/5/2021 12:58:11,SI,NO,NO,Poco satisfactoria,Buena,Descarga de la página web de ATM,eL 148 SIEMPRE ESTA OCUPADO
12/5/2021 13:20:02,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
12/5/2021 14:26:01,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
12/5/2021 16:52:42,SI,SI,NO,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
12/5/2021 16:54:36,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,Falta más agilidad en las repuestas de los trámites On Line
12/5/2021 17:00:55,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
12/5/2021 17:05:07,SI,SI,NO,Satisfactoria,Regular,Descarga de la página web de ATM,
12/5/2021 17:50:10,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,MAYOR AGILIDAD EN LOS TRAMITES RELACIONADOS A CATASTRO
12/5/2021 18:13:12,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
12/5/2021 21:13:07,SI,SI,SI,Satisfactoria,Buena,Otro domicilio,
12/5/2021 21:56:49,NO,SI,SI,Nada satisfactoria,Buena,Descarga de la página web de ATM,
12/5/2021 23:22:41,NO,SI,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,
13/5/2021 8:24:56,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
13/5/2021 8:44:28,NO,SI,SI,Satisfactoria,Buena,Bolsa de comercio,
13/5/2021 9:12:59,SI,NO,NO,Nada satisfactoria,Mala,Recepción por correo electrónico,
13/5/2021 9:21:57,NO,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
13/5/2021 9:35:39,SI,SI,NO,Satisfactoria,Regular,Descarga de la página web de ATM,
13/5/2021 10:15:21,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
13/5/2021 10:45:26,SI,SI,SI,Satisfactoria,Regular,Descarga de la página web de ATM,debieran ser más explícitos en alguno trámites
13/5/2021 10:47:47,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
13/5/2021 11:21:08,SI,NO,SI,Poco satisfactoria,Muy Buena,Descarga de la página web de ATM,La pagina es excelente!! la sección de tramites es confusa no es intuitiva.
13/5/2021 12:05:04,NO,SI,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,
13/5/2021 12:10:18,NO,SI,NO,Satisfactoria,Buena,voy a atm,
13/5/2021 12:19:52,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
13/5/2021 12:32:08,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
13/5/2021 12:33:47,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
13/5/2021 12:35:19,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
13/5/2021 12:41:22,NO,SI,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,mas claridad para realizar los tramites en linea
13/5/2021 12:56:07,NO,SI,SI,Poco satisfactoria,Regular,me llega al banco,la respuesta que me dieron no era completa por ello tuve que iniciar un nuevo tramite ya que no aclaran el porque de lo que responden.-
13/5/2021 13:03:54,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,Deberían buscar herramientas / sistemas y recurso humano más competentes con las labores a ejecutar. 
13/5/2021 13:11:20,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
13/5/2021 13:31:56,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
13/5/2021 14:20:48,SI,SI,SI,Satisfactoria,Regular,Descarga de la página web de ATM,
13/5/2021 15:29:38,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
13/5/2021 16:06:37,SI,NO,NO,Nada satisfactoria,Mala,Descarga de la página web de ATM,
13/5/2021 16:41:18,NO,SI,SI,Satisfactoria,Buena,cm,
13/5/2021 17:01:30,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
13/5/2021 18:00:38,SI,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,
13/5/2021 18:21:58,SI,SI,SI,Satisfactoria,Regular,Descarga de la página web de ATM,
13/5/2021 18:24:05,SI,SI,SI,Poco satisfactoria,Buena,Recepción por correo electrónico,"No escontré como responder el expediente electrónico y tuve que iniciar uno nuevo. Debería ser un poco más fácil, simple, entendible"
13/5/2021 20:44:46,SI,SI,SI,Nada satisfactoria,Muy Buena,Descarga de la página web de ATM,
13/5/2021 20:55:37,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
14/5/2021 0:15:13,SI,NO,SI,Nada satisfactoria,Mala,Mi pagos ,Lean los trámites Online que uno realiza tengo uno del 25/02/2021 y aun no pasa nada 
14/5/2021 9:09:44,NO,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
14/5/2021 9:54:45,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
14/5/2021 10:02:29,SI,SI,SI,Poco satisfactoria,Muy Buena,Descarga de la página web de ATM,
14/5/2021 10:23:50,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
14/5/2021 10:46:04,SI,SI,SI,Muy satisfactoria,Muy Buena,Recepción por correo electrónico,
14/5/2021 10:49:15,SI,SI,NO,Nada satisfactoria,Regular,Descarga de la página web de ATM,"IMPOSIBLE COMUNICARSE AL 148, DEBERÍAN SER MÁS ÁGILES LOS OPERADORES, Ó PONER MÁS. EL TRÁMITE ELECTRÓNICO NO ES DEL TODO CLARO, EN MI CASO, TRATO DE NOTIFICAR QUE NO SE HA IMPUTAADO UN PAGO DE LA PATENTE DE MI VEHÍCULO Y AL ADJUNTAR EL ARCHIVO OPCIÓN CPTE. DE PAGO NO SALE, NO SE SI ESTÁ BIEN Ó MAL AL INGRESAR OPCIÓN ""CONSTANCIA"" PARA EL ADJUNTO."
14/5/2021 10:57:05,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
14/5/2021 11:20:14,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,Los trámites correspondientes en la Dirección General de Catastro deberían ser resueltos con mayor rapidez 
14/5/2021 12:17:23,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,tardan mucho en dar una repuesta a un trámite muy sencillo
14/5/2021 12:27:19,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,Agilizar el tiempo de respuesta de tramites electronicos.
14/5/2021 13:12:57,SI,SI,NO,Satisfactoria,Regular,Descarga de la página web de ATM,"El sistema no es intuitivo y los accesos o derivaciones son muy rebuscadas, por lo que a la media de la población le será muy difícil operar aquí. "
14/5/2021 14:08:13,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,El tema sellado en muchos casos es necesario hablar con alguien que asesore en el momento y siempre es imposible.
14/5/2021 15:52:50,NO,SI,SI,Satisfactoria,Buena,home banking,
14/5/2021 17:49:26,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
14/5/2021 18:11:25,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,ninguna
14/5/2021 18:48:25,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
14/5/2021 18:50:43,SI,NO,NO,Satisfactoria,Buena,Descarga de la página web de ATM,
14/5/2021 19:15:03,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"Poder obtener la deuda de los impuestos directamente por la pagina, sin tener que asistir a la Bolsa de comercio o a las oficinas de Atm que actualmente ninguna atiende"
16/5/2021 0:54:42,SI,SI,SI,Nada satisfactoria,Buena,Entrega en su domicilio real,"Los trámites resultan muy lentos y mal interpretados. como ha sucedido en mi caso, que solicité la COMPENSACIÓN del DOBLE pago del impuesto automotor del dominio JXV298 del PEUGEOT 207, DE LA QUE SOY TITULAR, por $ 16.606,  que se compensara con la deuda  del impuesto automotor =AC847IN, Ford Focus, del AÑO 2020, DEL CUAL TAMBIÉN SOY TITULAR, y archivaron el Expte. resolviendo que el INMUEBLE a mi nombre no posee deuda. Yo jamás mencioné un inmueble en mi solicitud. Han pasado largos meses, mi dinero, QUE SE ENCUENTRA EN VUESTRO PODER, se desvaloriza ABRUPTAMENTE, como es de público conocimiento y uds, mientras tanto, estarán GENERANDO intereses a mi deuda, lo que resulta totalmente INJUSTO."
16/5/2021 15:16:50,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
16/5/2021 18:40:39,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
16/5/2021 18:48:18,SI,SI,SI,Nada satisfactoria,Regular,Descarga de la página web de ATM,Los trámites online a veces no son resueltos de acuerdo a lo solicitado.
16/5/2021 23:13:47,SI,NO,NO,Nada satisfactoria,Mala,lo busco personalmente,"Me costó muchisimo solicitar un sellado, todavia no sé si está bien hecho el trámite porque no sé ni donde fijarme la resolución del tema. Solo me dieron un numero de expediente y ahora no sé como sigue todo el trámite."
17/5/2021 8:40:29,NO,SI,SI,Muy satisfactoria,Muy Buena,Recepción por correo electrónico,
17/5/2021 9:13:17,SI,NO,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,Demasiado lento para resolver algo que presencialmente se resuelve en 15 minutos 
17/5/2021 9:17:14,SI,SI,NO,Satisfactoria,Regular,Recepción por correo electrónico,"Aclarar el domicilio de la ventanilla única, porque los datos llevan al edificio de ATM."
17/5/2021 10:21:08,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
17/5/2021 10:53:51,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
17/5/2021 12:22:53,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
17/5/2021 12:36:33,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
17/5/2021 12:41:09,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
17/5/2021 12:43:09,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
17/5/2021 13:31:59,SI,SI,SI,Poco satisfactoria,Buena,Recepción por correo electrónico,
17/5/2021 14:28:53,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
17/5/2021 14:47:11,SI,NO,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
17/5/2021 15:04:36,SI,NO,NO,Nada satisfactoria,Mala,Entrega en su domicilio real,"Que los empleados d
Se po gan a trabajar. Sino que dejen que personas con ganas de trabajar tomen su lugar. Es un desastre la atencion y los tramites virtuales siempre los observan y no te dan soluciones. Se necesita gente con ganas de ayudar al cliente o usuario como le llamen"
17/5/2021 16:50:27,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,-
17/5/2021 17:26:33,SI,SI,SI,Poco satisfactoria,Regular,Descarga de la página web de ATM,"muy engorroso el tramite para la baja de impuestos, debería ser mas expeditivo e interactivo"
17/5/2021 17:27:38,NO,SI,SI,Satisfactoria,Regular,Descarga de la página web de ATM,"Si bien la información es clara, para algunos trámites como un sellado de contrato el cual no tiene un monto fijo estipulado para un contribuyente común es imposible saber como calcular el monto imponible salvo que se consulte con alguna persona que ya realizo este tipo de tramite, en mi caso particular un operador telefónico  de atm no supo explicarme  como hacerlo. "
