ID,Edad,Experiencia,Ingresos,Codigo Postal,Familiares,Promedio Gastos,Educacion,Hipotecas,Prestamos,Activos Financieros,Online,Tarjeta
2484,44,18,680000,93943,4,2.90,No graduado,0,No,Si,No,No
2485,46,21,300000,92697,1,1.40,Profesional,112,No,Si,No,No
2486,61,36,480000,94025,3,1.50,No graduado,0,No,No,No,Si
2487,61,36,1300000,92717,1,1.30,No graduado,257,No,No,No,No
2488,45,20,400000,92886,1,0.50,Profesional,0,No,Si,Si,No
2489,38,14,1050000,94708,2,1.90,No graduado,0,No,No,Si,No
2490,29,3,410000,92626,4,0.20,No graduado,0,No,No,Si,No
2491,52,28,1680000,90404,3,6.50,Profesional,118,Si,No,Si,No
2492,38,14,800000,92868,2,2.70,No graduado,0,No,No,Si,No
2493,28,3,1340000,96091,2,3.10,No graduado,0,No,No,Si,No
2494,34,9,490000,94025,1,2.50,Profesional,0,No,No,No,No
2495,35,9,630000,92697,2,1.80,No graduado,0,No,No,Si,No
2496,46,22,700000,94701,4,1.90,No graduado,212,No,No,No,Si
2497,63,37,320000,93117,3,0.70,Graduado,141,No,No,No,No
2498,33,9,140000,95133,3,0.90,Profesional,114,No,No,No,No
2499,38,14,1110000,92028,2,6.10,No graduado,326,No,No,No,No
2500,53,27,380000,94105,4,2.80,Graduado,144,No,Si,Si,No
2501,28,2,1210000,92096,2,2.00,No graduado,341,No,No,Si,No
2502,44,18,900000,95616,4,2.60,Profesional,0,No,No,Si,No
2503,58,31,1780000,92009,2,6.00,Graduado,0,Si,No,Si,No
2504,38,14,200000,94024,4,0.40,Graduado,79,No,No,Si,Si
2505,48,24,610000,91380,2,1.70,No graduado,229,No,No,No,Si
2506,33,7,430000,96064,4,0.80,No graduado,0,No,No,No,No
2507,66,42,390000,94590,1,1.90,Graduado,0,No,No,Si,Si
2508,59,34,600000,90048,4,2.10,No graduado,234,No,No,Si,Si
2509,40,15,630000,93407,3,3.00,No graduado,0,No,Si,Si,No
2510,36,11,80000,93401,4,0.20,Profesional,81,No,No,No,Si
2511,62,38,520000,95616,4,1.30,Graduado,0,No,No,Si,Si
2512,51,27,920000,92121,4,3.00,No graduado,0,Si,No,Si,Si
2513,58,32,1110000,90212,2,1.40,No graduado,298,No,No,Si,No
2514,52,26,710000,92037,1,1.40,Profesional,0,No,No,No,No
2515,41,16,250000,92182,2,0.10,Graduado,91,No,Si,No,No
2516,31,5,340000,94558,1,1.90,Profesional,156,No,No,Si,No
2517,28,3,740000,94720,3,2.60,Profesional,0,No,No,No,No
2518,57,31,1200000,95616,2,2.00,No graduado,0,No,No,No,Si
2519,61,37,500000,95125,4,1.30,Graduado,0,No,No,No,Si
2520,60,36,100000,92121,2,1.00,No graduado,0,No,No,Si,Si
2521,56,29,450000,90095,4,2.50,Graduado,113,No,No,Si,No
2522,49,23,290000,94551,4,1.80,No graduado,0,No,No,Si,Si
2523,63,37,1450000,94025,2,6.90,No graduado,0,No,No,Si,No
2524,49,23,1000000,95403,2,6.30,No graduado,0,No,No,No,No
2525,49,25,240000,95678,3,0.40,No graduado,0,No,No,Si,No
2526,32,8,600000,95816,1,1.20,No graduado,0,No,No,Si,Si
2527,26,1,500000,95616,4,0.60,Graduado,0,No,No,No,No
2528,27,1,430000,95120,3,1.10,Graduado,0,No,No,No,No
2529,57,31,790000,91335,3,4.40,No graduado,0,No,No,No,Si
2530,29,5,440000,95819,3,0.10,Graduado,0,No,No,Si,Si
2531,56,30,310000,90024,4,1.50,Profesional,0,No,No,Si,No
2532,59,35,140000,94305,2,1.00,No graduado,107,No,No,Si,No
2533,53,28,190000,94608,4,0.80,No graduado,106,No,No,No,Si
2534,54,29,1110000,93023,1,1.10,Graduado,0,Si,No,Si,No
2535,56,30,900000,94402,1,1.90,Graduado,0,No,No,Si,No
2536,50,25,210000,90274,2,0.70,Profesional,129,No,No,No,No
2537,51,25,1040000,94949,1,4.20,Graduado,0,Si,No,Si,No
2538,53,27,750000,94303,1,1.90,Graduado,0,No,No,Si,No
2539,37,12,1750000,92037,2,7.80,No graduado,297,No,No,Si,Si
2540,32,7,980000,95929,1,4.20,No graduado,171,Si,Si,No,No
2541,49,23,410000,95521,4,0.10,No graduado,153,No,No,Si,No
2542,34,8,1710000,90212,2,2.20,Graduado,569,Si,No,Si,No
2543,54,30,790000,92630,4,1.60,Graduado,0,No,No,Si,No
2544,64,39,240000,94117,4,0.60,Graduado,0,No,No,No,No
2545,58,34,900000,95039,1,3.60,Graduado,0,Si,No,No,No
2546,25,-1,390000,94720,3,2.40,Graduado,0,No,No,Si,No
2547,50,25,90000,91911,2,0.00,No graduado,0,No,Si,No,No
2548,38,13,150000,90245,2,0.10,Graduado,90,No,No,Si,No
2549,48,24,800000,91343,1,2.70,No graduado,0,No,No,Si,No
2550,41,15,630000,95060,1,0.70,Profesional,79,No,No,No,Si
2551,32,8,200000,93106,1,0.50,Profesional,102,No,No,Si,No
2552,46,22,430000,92120,2,2.10,Profesional,0,No,Si,Si,Si
2553,39,15,650000,95822,1,1.50,Profesional,0,No,No,No,No
2554,39,15,910000,93907,2,1.70,Graduado,151,No,No,No,No
2555,63,39,530000,93940,1,0.80,No graduado,0,No,No,No,No
2556,58,32,1100000,94143,3,1.70,Graduado,0,No,No,No,No
2557,28,4,820000,92831,3,1.50,No graduado,103,No,No,Si,No
2558,36,11,230000,94553,4,0.20,Profesional,0,No,No,Si,No
2559,43,19,1720000,95136,2,6.67,No graduado,0,No,No,Si,No
2560,36,12,880000,90212,2,2.70,No graduado,0,No,No,Si,No
2561,44,18,710000,93943,2,0.80,Profesional,0,No,No,Si,No
2562,31,5,1800000,94720,1,2.90,Profesional,144,Si,Si,No,No
2563,45,21,390000,92521,2,2.10,Profesional,184,No,No,No,Si
2564,39,13,940000,90401,1,1.50,Profesional,0,No,No,No,Si
2565,43,16,250000,94126,3,1.00,Graduado,0,No,No,Si,No
2566,40,15,100000,94708,2,0.00,Profesional,102,No,No,Si,No
2567,30,5,420000,94305,1,1.00,No graduado,184,No,No,No,No
2568,58,33,1420000,92333,2,3.90,No graduado,0,No,No,No,Si
2569,46,21,340000,92373,2,1.30,No graduado,0,No,No,Si,No
2570,35,10,1390000,90024,1,4.60,No graduado,0,No,No,No,No
2571,30,4,1540000,95621,2,4.50,No graduado,207,No,No,Si,No
2572,34,8,400000,91768,2,2.00,Profesional,89,No,No,No,No
2573,62,32,330000,93907,1,1.50,Profesional,140,No,No,Si,Si
2574,58,34,800000,90095,2,1.60,No graduado,0,No,No,Si,Si
2575,45,18,100000,92037,3,0.67,Graduado,100,No,No,Si,No
2576,42,16,410000,90401,3,0.50,Profesional,0,No,No,Si,No
2577,60,36,300000,93711,4,1.30,No graduado,118,No,No,Si,Si
2578,55,29,780000,95521,1,0.80,Profesional,190,No,No,Si,No
2579,45,21,1640000,90638,1,5.00,No graduado,0,No,No,No,Si
2580,52,27,230000,92780,1,0.40,Profesional,0,No,No,No,No
2581,31,7,1490000,92624,1,6.00,No graduado,0,No,No,No,No
2582,60,34,250000,94132,4,0.70,Profesional,0,No,No,Si,No
2583,33,9,420000,95010,1,2.10,Profesional,0,No,No,Si,No
2584,37,11,710000,91302,1,2.50,No graduado,185,No,No,Si,Si
2585,59,34,1140000,94606,3,4.20,Graduado,0,Si,No,Si,No
2586,51,26,700000,91320,1,2.80,Graduado,0,No,No,Si,Si
2587,47,23,1490000,92675,4,6.10,No graduado,0,Si,No,No,Si
2588,60,33,550000,94998,4,2.50,Graduado,0,No,No,Si,No
2589,61,36,290000,93065,1,1.30,No graduado,0,No,No,No,No
2590,64,40,1230000,90840,1,3.80,No graduado,0,No,No,Si,Si
2591,46,20,1520000,95814,1,7.40,Profesional,374,Si,No,Si,Si
2592,31,7,80000,95131,4,0.70,Graduado,0,No,No,No,No
2593,57,32,690000,94710,4,0.70,No graduado,245,No,No,No,No
2594,48,23,1610000,96003,4,7.90,Profesional,310,Si,No,No,No
2595,48,23,790000,94024,1,0.20,Graduado,0,No,No,No,No
2596,35,10,1050000,92780,1,4.60,No graduado,0,No,No,No,No
2597,33,8,390000,95032,3,2.30,No graduado,0,No,No,No,No
2598,47,23,1630000,92653,1,5.00,No graduado,0,No,No,No,No
2599,46,20,90000,94005,1,0.20,No graduado,0,No,No,Si,No
2600,44,20,710000,91006,4,2.00,Profesional,0,No,No,No,Si
2601,42,18,510000,92868,3,2.10,Profesional,0,No,No,No,No
2602,50,24,320000,90277,1,1.40,Profesional,167,No,No,No,No
2603,52,26,1610000,93108,4,4.30,No graduado,0,Si,No,Si,Si
2604,53,27,600000,90049,1,0.20,No graduado,0,No,No,Si,No
2605,37,10,350000,92521,4,1.00,Graduado,0,No,No,No,No
2606,64,40,410000,94305,4,1.20,Graduado,0,No,No,Si,No
2607,46,22,730000,92648,2,1.70,No graduado,216,No,No,Si,No
2608,57,33,490000,94305,4,1.50,No graduado,214,No,Si,Si,Si
2609,61,35,790000,94024,2,2.00,No graduado,194,No,No,Si,Si
2610,42,18,1200000,93407,2,7.50,No graduado,0,No,Si,No,No
2611,40,16,600000,94501,2,3.20,No graduado,0,No,No,No,No
2612,33,8,780000,95051,3,0.60,Graduado,0,No,No,Si,No
2613,50,26,400000,95138,4,1.10,Graduado,131,No,No,No,No
2614,52,26,1100000,94501,2,5.40,Profesional,204,Si,Si,Si,No
2615,35,11,1600000,92093,4,5.70,Profesional,0,Si,Si,No,No
2616,57,32,680000,94542,4,0.70,No graduado,191,No,No,Si,Si
2617,56,31,490000,92182,2,1.60,Profesional,103,No,No,Si,No
2618,44,20,650000,92037,2,2.50,No graduado,0,No,No,Si,No
2619,23,-3,550000,92704,3,2.40,Graduado,145,No,No,Si,No
2620,33,8,620000,92093,3,2.30,No graduado,98,No,No,No,Si
2621,48,22,1520000,95616,1,0.00,No graduado,0,No,No,No,No
2622,45,18,420000,95126,3,2.50,Graduado,0,No,No,No,No
2623,54,28,390000,90245,4,0.70,Graduado,0,No,No,Si,No
2624,42,17,1110000,94304,3,3.00,No graduado,0,Si,Si,No,Si
2625,47,21,820000,94109,3,2.10,No graduado,0,No,No,No,No
2626,61,36,1080000,93943,4,3.40,Graduado,0,No,No,Si,No
2627,53,27,590000,92038,2,0.80,Profesional,0,No,No,Si,No
2628,56,30,610000,93106,3,2.50,No graduado,193,No,No,Si,No
2629,33,6,780000,95819,4,2.00,Graduado,0,No,Si,Si,No
2630,44,18,180000,93943,2,0.10,Profesional,0,No,No,Si,No
2631,63,37,1130000,94611,4,1.70,Profesional,0,No,No,Si,Si
2632,47,20,620000,92521,1,2.67,Graduado,0,No,No,Si,No
2633,50,24,810000,94720,1,4.90,No graduado,248,No,No,Si,No
2634,49,25,130000,95054,3,0.40,No graduado,106,No,No,Si,No
2635,34,9,750000,94303,1,2.80,No graduado,194,No,No,No,No
2636,40,14,330000,95616,2,0.80,Profesional,89,No,No,Si,No
2637,38,13,1790000,93943,1,4.10,No graduado,0,No,No,Si,No
2638,51,26,690000,94005,3,2.00,Graduado,0,No,No,Si,No
2639,28,4,450000,94025,1,1.00,Profesional,0,No,No,Si,No
2640,52,26,590000,95762,3,3.00,Graduado,0,No,No,Si,No
2641,39,13,810000,94309,2,2.80,No graduado,0,No,No,Si,No
2642,29,5,1330000,90095,1,5.40,No graduado,212,No,No,Si,No
2643,54,29,810000,92096,2,0.00,Profesional,0,No,No,Si,No
2644,63,38,140000,92630,4,0.40,Graduado,86,No,No,Si,Si
2645,40,14,280000,94061,2,0.80,Profesional,0,No,No,No,No
2646,36,12,930000,95125,2,2.20,No graduado,0,No,No,Si,No
2647,45,20,1910000,92007,3,2.60,Profesional,123,Si,No,No,No
2648,61,37,1550000,91605,1,2.90,No graduado,0,No,No,Si,No
2649,26,0,1550000,93105,2,7.20,No graduado,0,No,No,No,No
2650,33,8,680000,92407,4,1.30,No graduado,0,No,No,Si,No
2651,64,40,520000,95060,2,1.10,No graduado,226,No,No,No,No
2652,43,17,510000,94025,1,0.70,Profesional,0,No,No,No,No
2653,24,0,440000,90089,4,1.60,No graduado,180,No,No,Si,No
2654,30,5,1210000,94555,2,3.10,No graduado,408,No,No,Si,No
2655,60,36,490000,94965,4,2.20,No graduado,204,No,Si,Si,No
2656,50,26,420000,91784,2,1.00,Profesional,78,No,Si,Si,No
2657,40,15,1440000,91040,1,4.10,No graduado,0,No,No,No,No
2658,31,6,720000,94583,1,2.60,Graduado,0,No,No,Si,No
2659,30,4,440000,94304,1,1.50,No graduado,109,No,No,No,No
2660,60,35,430000,91763,3,0.90,Profesional,175,No,No,No,No
2661,39,14,740000,93063,1,0.10,Graduado,144,No,Si,Si,No
2662,66,41,1450000,90009,1,2.50,No graduado,0,No,No,Si,No
2663,65,41,1580000,92346,2,2.10,No graduado,0,No,No,No,No
2664,54,28,780000,91311,4,4.90,No graduado,0,No,No,No,No
2665,54,29,1540000,95014,1,2.40,Graduado,352,Si,No,Si,No
2666,35,9,1050000,90064,2,4.50,Profesional,0,No,No,No,No
2667,32,7,1000000,92126,3,0.60,Graduado,0,No,No,Si,No
2668,63,39,580000,94112,1,0.00,Graduado,0,No,No,Si,No
2669,60,35,1130000,94507,1,0.90,No graduado,406,No,No,Si,No
2670,43,18,100000,91902,2,0.10,Graduado,0,No,Si,No,Si
2671,59,33,1420000,94080,2,2.70,No graduado,0,No,No,No,No
2672,62,37,1280000,92093,1,2.50,No graduado,0,No,No,No,No
2673,30,5,1310000,92068,3,0.50,Profesional,0,Si,No,No,No
2674,54,30,880000,92647,4,1.00,Graduado,122,No,No,Si,No
2675,30,6,1010000,90245,2,0.60,No graduado,0,No,No,Si,No
2676,31,1,700000,92115,2,1.75,Profesional,0,No,No,Si,Si
2677,44,20,1220000,91765,1,0.30,No graduado,0,No,Si,Si,No
2678,32,8,700000,91423,3,1.50,No graduado,0,No,No,Si,No
2679,63,38,1480000,93023,2,4.30,Profesional,0,Si,No,Si,No
2680,57,32,430000,92704,2,2.10,Profesional,166,No,No,Si,No
2681,60,30,310000,95060,1,1.50,Profesional,0,No,No,Si,No
2682,37,11,350000,94609,2,0.80,Profesional,0,No,No,No,No
2683,53,27,810000,90032,4,2.60,Profesional,0,No,No,Si,No
2684,51,25,190000,95812,1,1.40,Profesional,98,No,No,No,No
2685,30,5,980000,92028,4,1.80,Profesional,129,No,Si,Si,Si
2686,28,2,1010000,90280,4,2.10,Profesional,0,No,No,Si,No
2687,50,24,810000,95053,2,0.40,Profesional,0,No,No,No,No
2688,52,27,1350000,93561,1,0.60,No graduado,452,No,No,Si,No
2689,56,30,340000,94542,2,0.70,Graduado,0,No,No,Si,No
2690,40,16,1040000,91730,1,3.40,No graduado,249,No,No,No,No
2691,64,38,290000,90245,3,0.70,Graduado,0,No,No,Si,No
2692,61,36,1190000,95064,2,5.40,Graduado,0,Si,No,Si,No
2693,46,20,820000,90230,2,1.70,Graduado,0,No,No,Si,Si
2694,55,29,620000,90089,1,0.20,No graduado,0,No,No,Si,No
2695,45,19,850000,94720,3,2.10,No graduado,0,No,No,Si,Si
2696,40,15,80000,94960,2,0.10,Graduado,0,No,No,No,No
2697,63,37,780000,91711,4,1.70,Profesional,0,No,No,Si,No
2698,57,32,440000,93407,3,0.50,Graduado,0,No,No,Si,No
2699,38,14,1220000,95819,2,8.00,No graduado,0,No,No,Si,Si
2700,37,11,220000,90035,3,0.10,Graduado,114,No,No,No,No
2701,31,5,390000,94590,4,2.20,Graduado,0,No,No,Si,Si
2702,50,26,550000,94305,1,1.60,Graduado,0,No,No,Si,No
2703,42,18,1440000,94063,2,6.10,No graduado,158,No,No,No,No
2704,51,27,710000,92521,1,2.60,Graduado,0,No,No,No,Si
2705,38,13,1910000,91710,2,3.00,No graduado,0,No,No,Si,No
2706,53,26,220000,92831,1,0.50,Graduado,100,No,No,Si,No
2707,43,17,1580000,90740,1,2.40,No graduado,0,No,No,Si,No
2708,35,9,1310000,90089,3,0.30,Profesional,0,Si,No,Si,Si
2709,49,24,750000,95670,1,2.80,Graduado,160,No,No,No,Si
2710,28,4,690000,94305,3,0.70,Graduado,170,No,No,No,No
2711,51,27,390000,94304,2,0.80,No graduado,0,No,No,No,No
2712,39,14,340000,94939,4,1.70,No graduado,0,No,No,Si,Si
2713,31,7,320000,91320,1,1.70,No graduado,0,No,No,Si,No
2714,44,18,1290000,92028,1,5.70,No graduado,0,No,No,Si,No
2715,46,20,1580000,92870,3,5.40,No graduado,432,Si,No,No,Si
2716,42,18,540000,90089,1,1.80,No graduado,0,No,No,Si,No
2717,41,17,340000,92182,1,2.00,Graduado,0,No,No,No,No
2718,23,-2,450000,95422,4,0.60,Graduado,0,No,No,Si,Si
2719,59,33,680000,95064,2,2.30,Profesional,0,No,Si,No,No
2720,47,21,530000,95929,1,1.50,Graduado,0,No,No,Si,No
2721,48,23,320000,93302,1,0.10,No graduado,0,No,No,No,Si
2722,58,33,1730000,92121,2,7.20,Profesional,0,Si,No,Si,No
2723,58,34,310000,92126,4,0.40,No graduado,0,No,No,No,No
2724,54,29,720000,94558,2,3.70,No graduado,144,No,No,Si,No
2725,49,24,300000,90212,4,0.40,Graduado,157,No,No,Si,Si
2726,63,38,1380000,92675,1,2.50,No graduado,0,No,No,Si,No
2727,62,37,180000,92028,1,1.50,Graduado,127,No,No,No,No
2728,45,19,690000,90840,1,2.80,No graduado,220,No,No,Si,Si
2729,39,13,580000,94555,3,2.10,No graduado,247,No,No,Si,No
2730,58,34,630000,90007,4,1.50,No graduado,0,No,No,Si,No
2731,56,30,430000,90401,2,0.30,No graduado,0,No,Si,No,No
2732,29,5,280000,96651,1,0.20,Profesional,0,No,No,Si,No
2733,33,9,380000,93106,1,2.10,Profesional,133,No,No,No,No
2734,55,29,720000,93107,3,0.30,Graduado,147,No,No,No,No
2735,56,31,640000,94126,4,0.90,No graduado,0,No,No,Si,No
2736,36,12,700000,92131,3,2.60,Graduado,165,No,No,Si,No
2737,53,29,120000,95621,1,0.30,No graduado,0,No,No,No,No
2738,57,31,1590000,94577,2,0.50,No graduado,0,No,No,No,No
2739,35,9,1030000,95120,2,4.50,Profesional,0,No,No,Si,No
2740,43,18,420000,91330,1,0.30,Profesional,0,No,No,Si,No
2741,54,29,480000,92182,2,2.10,Profesional,142,No,No,Si,No
2742,29,3,490000,90266,1,1.50,No graduado,0,No,No,No,No
2743,39,14,890000,95762,2,0.40,No graduado,0,No,No,Si,No
2744,32,8,220000,94583,4,0.70,Graduado,0,No,No,Si,Si
2745,51,27,100000,92121,2,0.20,No graduado,86,No,No,No,No
2746,50,25,380000,95616,1,1.30,Graduado,120,No,No,No,Si
2747,54,29,490000,92703,2,2.10,Profesional,95,No,No,Si,Si
2748,38,12,300000,91765,2,1.40,Profesional,0,No,No,No,Si
2749,32,7,820000,94305,1,2.60,Graduado,240,No,No,Si,Si
2750,62,37,820000,94086,1,0.80,Profesional,312,No,No,Si,No
2751,57,33,240000,94501,1,0.10,Graduado,0,No,No,No,No
2752,47,23,320000,92251,4,0.60,No graduado,156,No,No,Si,Si
2753,51,25,340000,95819,3,0.90,Profesional,111,No,No,Si,No
2754,54,27,1950000,93117,2,4.75,Graduado,477,Si,No,No,No
2755,26,1,610000,93943,4,2.20,No graduado,119,No,No,No,No
2756,37,11,220000,93711,3,0.10,Graduado,0,No,No,Si,Si
2757,27,0,400000,91301,4,1.00,Profesional,0,No,No,Si,No
2758,63,38,500000,93943,2,2.80,No graduado,205,No,No,No,No
2759,62,36,350000,94501,2,0.70,Profesional,0,No,Si,No,Si
2760,59,33,640000,95617,3,0.30,Graduado,0,No,No,No,No
2761,32,7,490000,94080,3,2.30,No graduado,0,No,No,Si,No
2762,35,8,440000,95045,4,1.00,Graduado,192,No,No,No,Si
2763,56,31,650000,93403,2,3.70,No graduado,0,No,No,Si,No
2764,55,31,130000,93943,4,0.70,No graduado,0,No,No,Si,No
2765,31,5,840000,91320,1,2.90,Profesional,105,No,No,No,Si
2766,54,29,280000,92093,4,0.20,Graduado,101,No,No,Si,No
2767,58,32,1080000,95123,3,4.40,No graduado,0,No,No,Si,No
2768,48,24,590000,90401,1,0.00,No graduado,144,No,No,Si,No
2769,48,22,1630000,95819,1,2.40,No graduado,396,No,No,Si,No
2770,33,9,1830000,91320,2,8.80,Profesional,582,Si,No,Si,No
2771,36,6,690000,90024,4,4.00,Profesional,0,No,No,Si,No
2772,41,16,1150000,92333,1,7.00,No graduado,0,No,No,No,No
2773,55,31,1300000,92646,4,6.50,No graduado,0,Si,No,No,Si
2774,63,37,1850000,94309,2,7.90,Graduado,358,Si,No,Si,No
2775,53,29,1180000,94066,2,0.30,No graduado,0,No,No,Si,No
2776,38,13,1630000,95039,1,4.10,No graduado,0,No,No,No,No
2777,46,20,1400000,93106,2,6.30,No graduado,380,No,No,Si,Si
2778,59,33,910000,94122,2,0.70,Graduado,0,No,No,Si,Si
2779,56,31,610000,92646,4,1.30,Profesional,0,No,No,Si,Si
2780,59,35,1680000,95521,4,4.10,Graduado,0,Si,No,Si,No
2781,39,13,690000,90630,3,0.90,Graduado,0,No,No,No,No
2782,47,21,220000,92037,1,0.20,No graduado,104,No,No,No,No
2783,47,22,530000,92691,1,0.30,No graduado,213,No,No,No,No
2784,53,26,250000,92123,2,1.00,Graduado,0,No,No,Si,Si
2785,36,9,1150000,91765,4,2.20,Graduado,0,Si,No,No,No
2786,34,9,310000,92521,4,1.10,Profesional,85,No,Si,Si,Si
2787,36,10,830000,94705,1,2.80,Profesional,0,No,No,No,Si
2788,60,34,1520000,92807,2,6.90,No graduado,0,No,No,No,No
2789,45,20,300000,96003,1,0.10,No graduado,0,No,No,Si,No
2790,27,3,340000,90065,1,0.20,Profesional,0,No,No,Si,Si
2791,47,22,440000,95821,1,1.40,Profesional,0,No,No,Si,Si
2792,44,20,1820000,94710,2,7.60,No graduado,0,No,No,No,No
2793,54,30,440000,95616,3,1.50,No graduado,117,No,No,Si,No
2794,57,33,1220000,94301,2,6.00,No graduado,153,No,Si,Si,Si
2795,52,26,350000,94550,4,1.80,No graduado,0,No,No,Si,No
2796,51,25,910000,92407,1,0.80,Profesional,0,No,No,No,No
2797,57,32,300000,94024,2,2.00,Graduado,0,No,No,No,No
2798,65,39,530000,94608,1,2.50,Profesional,0,No,No,Si,No
2799,58,33,280000,94720,1,0.30,Profesional,0,No,No,Si,No
2800,64,39,850000,94720,4,3.40,Graduado,200,No,No,Si,No
2801,52,26,280000,93907,2,0.70,Graduado,90,No,No,Si,Si
2802,58,34,410000,91016,4,0.40,No graduado,177,No,No,Si,No
2803,52,22,1540000,90650,1,5.00,Profesional,0,Si,Si,Si,No
2804,43,18,410000,92831,1,0.30,Profesional,0,No,No,Si,No
2805,56,32,330000,95014,3,1.50,No graduado,0,No,No,No,No
2806,37,12,1820000,94523,3,5.80,Profesional,0,Si,No,Si,No
2807,53,27,590000,90740,2,0.80,Profesional,0,No,No,Si,No
2808,27,2,1290000,90009,2,3.30,No graduado,0,No,Si,No,No
2809,53,27,350000,94583,3,0.90,Profesional,136,No,No,Si,No
2810,42,16,1850000,94705,3,2.20,Graduado,0,Si,Si,Si,Si
2811,58,34,450000,93943,4,1.30,Graduado,201,No,No,No,No
2812,36,12,620000,94065,4,0.10,Graduado,145,No,No,No,No
2813,53,28,1830000,96008,3,8.20,Profesional,467,Si,No,Si,Si
2814,48,22,140000,94303,2,0.10,Profesional,0,No,No,Si,No
2815,54,28,530000,94002,1,2.20,Profesional,0,No,No,Si,Si
2816,26,1,480000,94019,3,2.60,Profesional,169,No,No,No,No
2817,50,26,1280000,92780,2,0.40,No graduado,0,No,No,Si,No
2818,31,7,1050000,94025,1,4.00,No graduado,331,No,No,Si,No
2819,35,9,400000,93943,3,0.90,No graduado,0,No,No,Si,Si
2820,63,37,100000,90095,2,0.40,No graduado,0,No,No,Si,No
2821,29,4,1020000,90245,2,3.30,No graduado,303,No,No,No,No
2822,57,32,310000,94143,3,0.10,Graduado,0,No,No,Si,No
2823,30,5,300000,90245,4,0.80,No graduado,158,No,No,Si,No
2824,33,7,210000,90095,1,0.60,Profesional,0,No,Si,No,No
2825,62,36,440000,92867,2,0.30,No graduado,0,No,No,No,No
2826,35,10,480000,95060,1,2.50,Profesional,164,No,No,Si,No
2827,37,11,210000,94604,3,0.20,Graduado,0,No,No,Si,No
2828,37,11,840000,90266,4,2.20,Graduado,0,No,No,Si,Si
2829,35,10,640000,94306,3,0.70,Graduado,230,No,No,Si,No
2830,35,9,820000,94720,1,2.50,No graduado,138,No,No,No,No
2831,59,35,390000,95616,4,1.30,No graduado,0,No,No,Si,No
2832,53,27,450000,90405,2,0.80,Profesional,0,No,No,Si,Si
2833,45,21,1330000,92056,4,5.70,Profesional,0,Si,No,Si,Si
2834,46,22,1520000,90009,2,1.40,No graduado,0,No,No,Si,No
2835,40,16,120000,90033,1,1.00,No graduado,91,No,Si,No,No
2836,42,16,320000,94112,3,1.50,No graduado,149,No,No,Si,No
2837,25,1,740000,94085,4,2.60,No graduado,204,No,No,No,No
2838,39,14,540000,92037,2,1.10,Graduado,159,No,No,No,Si
2839,30,6,1810000,94542,3,4.10,Graduado,0,Si,No,Si,Si
2840,58,33,750000,90034,2,0.00,Profesional,0,No,No,Si,No
2841,41,15,950000,91101,3,0.10,No graduado,240,No,Si,No,No
2842,37,11,1900000,94305,4,7.30,Graduado,565,Si,No,Si,No
2843,36,11,900000,94709,1,2.80,No graduado,0,No,No,Si,No
2844,27,3,200000,95616,4,1.00,No graduado,134,No,No,Si,Si
2845,60,34,640000,95014,3,2.20,Profesional,0,No,No,No,No
2846,62,36,850000,90019,2,1.70,Profesional,98,No,No,No,No
2847,67,43,1050000,93711,4,1.70,Graduado,0,No,No,Si,No
2848,44,18,210000,90840,1,0.20,No graduado,0,No,No,Si,No
2849,24,-1,780000,94720,2,1.80,Graduado,0,No,No,No,No
2850,45,21,1580000,94085,2,6.67,No graduado,132,No,No,Si,Si
2851,58,34,1250000,94720,1,4.30,No graduado,219,No,No,No,No
2852,61,36,810000,95449,3,1.80,Graduado,0,No,No,Si,No
2853,54,29,1830000,93105,1,8.10,No graduado,0,No,No,Si,Si
2854,28,3,540000,94550,4,0.60,Graduado,0,No,No,Si,No
2855,49,24,790000,94025,4,3.60,Profesional,212,No,No,Si,No
2856,35,11,380000,91706,1,1.50,Graduado,136,No,No,Si,No
2857,36,10,1720000,94704,4,1.00,Graduado,295,Si,No,Si,No
2858,34,8,1840000,93106,3,7.50,No graduado,0,Si,No,No,No
2859,36,11,1580000,95054,2,7.80,No graduado,114,No,No,Si,Si
2860,35,11,1880000,94596,1,0.90,Profesional,282,Si,No,Si,No
2861,27,2,200000,95064,4,0.50,Profesional,0,No,No,Si,No
2862,42,18,600000,92677,4,0.20,Profesional,151,No,No,No,Si
2863,65,39,1130000,92096,4,2.40,Profesional,0,No,No,Si,No
2864,29,5,700000,93101,4,0.00,No graduado,0,No,No,Si,Si
2865,65,41,840000,95762,2,0.00,Profesional,0,No,No,Si,Si
2866,59,33,230000,94002,2,0.20,Profesional,0,No,No,Si,No
2867,46,22,1410000,90089,2,3.30,No graduado,0,No,Si,Si,Si
2868,59,33,1100000,90007,3,4.40,No graduado,264,No,No,Si,No
2869,52,26,310000,94923,4,1.80,No graduado,0,No,No,Si,Si
2870,60,35,220000,92660,1,1.30,No graduado,80,No,No,No,No
2871,43,17,910000,95134,1,5.20,No graduado,0,No,Si,No,No
2872,65,39,820000,94131,4,2.40,Profesional,252,No,No,Si,No
2873,50,26,230000,92630,1,0.30,No graduado,0,No,No,No,No
2874,48,23,350000,93943,1,0.10,No graduado,0,No,Si,Si,No
2875,49,25,1140000,91380,1,2.50,Profesional,0,Si,No,Si,No
2876,58,33,180000,94402,3,0.10,Graduado,0,No,No,Si,Si
