id,product_name,price,quantity_in_stock,technical,category,release_date,weight,ask?
617,Notebook Lenovo,1011.23,604,Skyba,Notebooks,1/17/2024,1162.18,FALSE
618,Microsoft Surface,1419.83,567,Yambee,Notebooks,3/15/2024,1165.48,FALSE
619,Notebook HP,939.51,462,Flipopia,Notebooks,2/9/2024,979.23,TRUE
620,Notebook Lenovo,837.94,325,Centimia,Notebooks,3/18/2024,1198.9,TRUE
621,Notebook Lenovo,1010.83,381,Wordpedia,Notebooks,1/21/2024,782.86,TRUE
622,MacBook Pro,1123.56,927,Wikizz,Notebooks,3/21/2024,1124.08,FALSE
623,Microsoft Surface,1084.2,382,Bluejam,Notebooks,1/11/2024,1190.03,FALSE
624,Notebook HP,1007.13,376,Edgeblab,Notebooks,2/26/2024,882.67,TRUE
625,MacBook Pro,1275.12,497,Oyondu,Notebooks,1/2/2024,996.42,FALSE
626,Notebook Dell,973.53,594,Chatterpoint,Notebooks,1/25/2024,1070.04,TRUE
627,Notebook Acer,1350.31,406,Feedfire,Notebooks,2/28/2024,839.0,TRUE
628,Notebook Dell,1064.01,811,Wordpedia,Notebooks,2/18/2024,855.16,TRUE
629,Notebook Lenovo,1260.95,132,Skaboo,Notebooks,1/30/2024,1075.83,FALSE
630,Notebook Dell,1044.78,662,Dynabox,Notebooks,1/15/2024,943.81,FALSE
631,MacBook Pro,1080.53,212,Buzzshare,Notebooks,1/16/2024,846.44,TRUE
632,Microsoft Surface,1440.28,893,Dynazzy,Notebooks,1/15/2024,1065.91,TRUE
633,Notebook HP,1107.53,17,Myworks,Notebooks,3/9/2024,720.9,FALSE
634,Notebook Acer,1274.36,420,Dynabox,Notebooks,3/13/2024,1104.06,FALSE
635,Notebook Lenovo,1103.14,54,Jazzy,Notebooks,3/23/2024,981.84,FALSE
636,Notebook Acer,1023.91,389,Zooxo,Notebooks,1/16/2024,808.84,FALSE
637,MacBook Pro,1211.07,724,Lazzy,Notebooks,1/16/2024,916.78,FALSE
638,MacBook Pro,1327.69,130,Aimbo,Notebooks,3/16/2024,1096.1,FALSE
639,Notebook Dell,948.03,850,Skinte,Notebooks,1/6/2024,795.64,FALSE
640,Microsoft Surface,1272.92,246,Rooxo,Notebooks,1/28/2024,930.83,TRUE
641,Notebook Lenovo,1418.91,620,Lajo,Notebooks,2/8/2024,877.83,TRUE
642,Notebook Dell,1229.12,199,Zoombox,Notebooks,1/28/2024,897.48,TRUE
643,Notebook HP,1407.09,925,Agimba,Notebooks,3/17/2024,941.38,FALSE
644,Microsoft Surface,916.3,62,Brightbean,Notebooks,1/30/2024,1018.84,TRUE
645,Notebook Dell,1070.48,36,Fliptune,Notebooks,2/6/2024,802.96,FALSE
646,Notebook Acer,867.16,594,Leexo,Notebooks,3/27/2024,963.34,TRUE
647,Notebook Dell,1272.43,468,Voonix,Notebooks,2/22/2024,866.97,FALSE
648,Notebook HP,1016.55,901,LiveZ,Notebooks,2/2/2024,833.08,TRUE
649,MacBook Pro,1304.44,158,Feedfish,Notebooks,1/25/2024,997.79,TRUE
650,Notebook HP,1413.08,303,Buzzster,Notebooks,1/20/2024,1104.94,TRUE
651,Notebook Acer,1354.39,517,Topicblab,Notebooks,2/17/2024,957.97,TRUE
652,Notebook Acer,1297.37,736,Edgetag,Notebooks,1/28/2024,984.13,TRUE
653,Notebook Acer,1415.94,904,Divape,Notebooks,2/14/2024,1045.84,TRUE
654,Microsoft Surface,1430.45,823,Topdrive,Notebooks,3/26/2024,1137.27,FALSE
655,Notebook HP,1366.57,895,Riffpath,Notebooks,3/24/2024,910.52,FALSE
656,MacBook Pro,1158.07,853,Jaxworks,Notebooks,2/4/2024,908.97,FALSE
657,Notebook Lenovo,1461.32,922,Realpoint,Notebooks,3/5/2024,833.51,TRUE
658,Notebook Lenovo,1001.76,474,Wikido,Notebooks,2/12/2024,808.22,FALSE
659,MacBook Pro,1085.36,136,Kaymbo,Notebooks,2/1/2024,899.23,FALSE
660,Microsoft Surface,1343.26,534,Topicshots,Notebooks,2/25/2024,769.38,TRUE
661,Notebook Lenovo,1405.31,572,Yamia,Notebooks,3/23/2024,841.3,FALSE
662,Notebook Acer,1029.85,579,Photobean,Notebooks,1/31/2024,898.51,FALSE
663,MacBook Pro,1325.35,972,Voomm,Notebooks,3/10/2024,830.08,FALSE
664,Notebook Dell,823.91,691,Dynabox,Notebooks,2/21/2024,1093.99,FALSE
665,Notebook Acer,1450.41,596,Photolist,Notebooks,2/26/2024,976.83,FALSE
666,Notebook Lenovo,1402.04,661,Youopia,Notebooks,2/5/2024,701.07,FALSE
667,Notebook Acer,1022.57,695,Plajo,Notebooks,2/26/2024,1133.19,TRUE
668,Notebook Acer,976.29,731,Skipstorm,Notebooks,3/10/2024,914.24,FALSE
669,Microsoft Surface,818.96,359,Jabbercube,Notebooks,1/1/2024,702.57,FALSE
670,Notebook HP,961.57,635,Voomm,Notebooks,2/4/2024,951.92,FALSE
671,Notebook Acer,1253.43,264,Twitternation,Notebooks,1/2/2024,838.93,TRUE
672,Notebook Lenovo,1003.14,103,Kwilith,Notebooks,1/26/2024,720.64,TRUE
673,Notebook HP,1234.28,241,Meejo,Notebooks,3/15/2024,1073.4,TRUE
674,Notebook Acer,1447.64,455,Rhyloo,Notebooks,1/18/2024,1194.02,FALSE
675,Notebook Acer,1475.27,932,Skyble,Notebooks,3/2/2024,1165.76,TRUE
676,Notebook HP,1403.43,302,Avamba,Notebooks,3/18/2024,756.71,FALSE
677,Notebook HP,892.88,144,Yodel,Notebooks,1/16/2024,893.56,FALSE
678,MacBook Pro,1113.65,744,Centizu,Notebooks,2/14/2024,1156.78,TRUE
679,Notebook HP,866.75,107,Leenti,Notebooks,3/24/2024,775.21,FALSE
680,Microsoft Surface,1189.05,408,Youopia,Notebooks,2/29/2024,933.48,FALSE
681,Notebook Acer,1198.4,408,Edgeclub,Notebooks,3/17/2024,1054.25,TRUE
682,Microsoft Surface,1003.31,417,Skaboo,Notebooks,1/17/2024,718.86,TRUE
683,Notebook Acer,1117.33,492,Quire,Notebooks,3/14/2024,751.25,FALSE
684,Notebook HP,1103.98,953,Rhycero,Notebooks,2/12/2024,997.01,TRUE
685,Notebook Acer,899.56,711,Twimbo,Notebooks,2/5/2024,737.32,FALSE
686,MacBook Pro,900.42,290,Wikido,Notebooks,1/15/2024,1199.64,TRUE
687,MacBook Pro,1102.94,964,Twitterbridge,Notebooks,1/23/2024,966.76,TRUE
688,MacBook Pro,882.93,400,Wordware,Notebooks,3/6/2024,785.43,FALSE
689,Notebook Lenovo,1050.02,838,Mynte,Notebooks,1/2/2024,761.14,TRUE
690,MacBook Pro,1422.27,825,Quatz,Notebooks,2/7/2024,769.79,TRUE
691,Notebook HP,1274.55,123,Meeveo,Notebooks,3/30/2024,1184.43,FALSE
692,Notebook Dell,1466.91,874,Kwinu,Notebooks,3/17/2024,1024.07,TRUE
693,Notebook Acer,1088.95,313,Meetz,Notebooks,1/7/2024,878.29,TRUE
694,Notebook HP,1489.11,765,Rhyloo,Notebooks,1/23/2024,1022.2,FALSE
695,MacBook Pro,850.01,723,Browsecat,Notebooks,3/8/2024,1086.84,TRUE
696,Notebook Lenovo,870.88,707,Skyble,Notebooks,2/11/2024,1041.59,FALSE
697,Notebook Acer,1085.23,421,Thoughtbeat,Notebooks,3/2/2024,905.7,TRUE
698,Microsoft Surface,879.06,751,Bluejam,Notebooks,1/6/2024,1170.43,FALSE
699,Notebook HP,1030.23,568,Gigaclub,Notebooks,1/19/2024,1183.17,FALSE
700,Notebook Lenovo,1043.27,564,Divavu,Notebooks,3/19/2024,1199.24,TRUE
701,Notebook Acer,1152.99,698,Zooveo,Notebooks,2/14/2024,942.02,FALSE
702,Notebook Lenovo,1491.2,500,Photobean,Notebooks,3/19/2024,766.21,FALSE
703,Notebook Dell,1446.42,868,Jabbercube,Notebooks,2/10/2024,1111.99,TRUE
704,Notebook Lenovo,1178.02,701,Topiczoom,Notebooks,2/1/2024,901.58,TRUE
705,Notebook Dell,1336.09,728,Camimbo,Notebooks,3/26/2024,1039.36,TRUE
706,MacBook Pro,817.45,28,Devcast,Notebooks,1/7/2024,790.85,FALSE
707,Notebook Lenovo,1139.87,440,BlogXS,Notebooks,2/23/2024,1109.04,FALSE
708,Notebook Dell,1205.64,991,Leenti,Notebooks,2/20/2024,935.95,TRUE
709,Notebook Acer,875.84,698,Ntags,Notebooks,2/27/2024,760.37,TRUE
710,Notebook Acer,1360.73,177,Edgeclub,Notebooks,2/11/2024,1146.46,FALSE
711,Notebook HP,1264.04,538,Zoomzone,Notebooks,3/29/2024,1115.43,TRUE
712,Notebook Acer,1328.8,978,Tagtune,Notebooks,1/1/2024,1059.99,FALSE
713,Microsoft Surface,997.85,186,Vipe,Notebooks,3/29/2024,1197.37,FALSE
714,Notebook Acer,805.38,938,Jaxworks,Notebooks,3/2/2024,946.34,TRUE
715,Notebook Lenovo,1408.37,954,Divavu,Notebooks,3/10/2024,1002.26,TRUE
716,Notebook HP,1039.23,942,Mynte,Notebooks,2/11/2024,1018.41,FALSE
717,Notebook Dell,883.29,211,Realblab,Notebooks,1/24/2024,981.97,FALSE
718,Microsoft Surface,976.33,103,Flashset,Notebooks,3/4/2024,942.39,FALSE
719,Notebook Acer,851.4,326,Thoughtmix,Notebooks,3/25/2024,1196.87,TRUE
720,MacBook Pro,1293.04,14,Livetube,Notebooks,2/3/2024,965.33,FALSE
721,Notebook HP,1010.21,866,Tambee,Notebooks,2/1/2024,743.63,TRUE
722,Microsoft Surface,1082.8,3,Voolia,Notebooks,3/21/2024,1053.6,FALSE
723,Notebook Acer,1346.86,175,Eidel,Notebooks,3/21/2024,726.3,TRUE
724,Notebook Lenovo,823.44,342,Leexo,Notebooks,2/10/2024,1098.49,FALSE
725,Notebook HP,1201.51,289,Agivu,Notebooks,1/30/2024,1063.05,TRUE
726,Notebook HP,982.91,230,Bluezoom,Notebooks,1/9/2024,1075.15,TRUE
727,Notebook Dell,1466.14,989,Meetz,Notebooks,2/15/2024,1023.35,FALSE
728,MacBook Pro,1310.06,321,Lajo,Notebooks,3/11/2024,852.36,FALSE
729,MacBook Pro,1339.44,592,Skyndu,Notebooks,2/14/2024,1142.28,TRUE
730,Notebook Acer,1180.05,359,Zoomdog,Notebooks,1/31/2024,774.94,FALSE
731,Notebook Dell,1190.6,961,Zoombox,Notebooks,2/17/2024,736.51,TRUE
732,MacBook Pro,1234.67,586,Bluejam,Notebooks,2/4/2024,1000.39,TRUE
733,Notebook HP,1121.59,713,Bubblebox,Notebooks,1/28/2024,860.94,FALSE
734,Notebook Lenovo,1463.79,16,Flashset,Notebooks,1/3/2024,992.27,FALSE
735,Notebook Dell,1132.72,515,Ozu,Notebooks,3/1/2024,814.21,FALSE
736,Microsoft Surface,1305.19,356,Riffpath,Notebooks,2/26/2024,869.46,FALSE
737,Notebook Acer,1451.12,324,Youopia,Notebooks,1/11/2024,943.06,FALSE
738,Notebook Lenovo,1290.87,607,Feedfish,Notebooks,3/16/2024,941.11,TRUE
739,Microsoft Surface,1404.75,24,Innotype,Notebooks,2/23/2024,752.11,TRUE
740,Notebook Lenovo,1081.05,445,Shufflester,Notebooks,3/25/2024,1029.09,FALSE
741,MacBook Pro,1203.8,915,Topicstorm,Notebooks,2/18/2024,1029.66,TRUE
742,Notebook Dell,1483.7,724,Izio,Notebooks,1/12/2024,912.85,FALSE
743,Notebook Lenovo,1393.0,816,Browsedrive,Notebooks,2/29/2024,958.23,FALSE
744,Notebook HP,941.26,795,Youbridge,Notebooks,3/2/2024,1015.19,FALSE
745,Notebook HP,972.32,247,Gabtype,Notebooks,1/18/2024,743.8,FALSE
746,Notebook Acer,1419.85,729,Gigashots,Notebooks,3/17/2024,812.89,TRUE
747,MacBook Pro,1454.76,449,Eabox,Notebooks,1/25/2024,891.05,FALSE
748,Notebook Acer,1419.2,655,Fivebridge,Notebooks,1/26/2024,702.38,FALSE
749,Notebook Dell,878.0,256,Buzzbean,Notebooks,1/15/2024,764.86,TRUE
750,Notebook Lenovo,1250.86,933,Muxo,Notebooks,2/16/2024,713.74,TRUE
751,Notebook HP,1124.88,332,Skidoo,Notebooks,3/4/2024,986.89,FALSE
752,Notebook Lenovo,1470.3,371,Brainverse,Notebooks,2/10/2024,1178.46,TRUE
753,Notebook HP,1217.32,791,Eare,Notebooks,2/26/2024,1151.13,FALSE
754,Notebook Acer,1087.32,795,Browsebug,Notebooks,2/6/2024,865.07,TRUE
755,Notebook Lenovo,1181.5,514,Skiba,Notebooks,3/13/2024,1038.96,FALSE
756,Notebook Dell,999.16,143,Yodoo,Notebooks,2/24/2024,701.61,FALSE
757,Microsoft Surface,1454.09,698,Pixoboo,Notebooks,1/30/2024,1142.58,FALSE
758,Notebook HP,1013.74,791,Eadel,Notebooks,2/19/2024,1017.76,FALSE
759,Notebook Acer,1212.3,95,Photobug,Notebooks,3/9/2024,1096.41,TRUE
760,MacBook Pro,917.87,384,Voonyx,Notebooks,3/21/2024,706.8,FALSE
761,Notebook Dell,898.33,71,Kwimbee,Notebooks,2/22/2024,1103.73,TRUE
762,Microsoft Surface,1484.42,388,Linkbridge,Notebooks,3/1/2024,1131.6,FALSE
763,Notebook Dell,1493.6,473,Shuffletag,Notebooks,2/15/2024,983.14,TRUE
764,Microsoft Surface,1253.81,748,Devpulse,Notebooks,1/13/2024,823.5,FALSE
765,Notebook Dell,1335.43,228,Gigazoom,Notebooks,3/1/2024,1011.42,FALSE
766,Notebook Acer,856.8,427,Ozu,Notebooks,1/1/2024,1045.12,FALSE
767,Notebook HP,1353.6,437,Riffwire,Notebooks,2/11/2024,1132.33,TRUE
768,Notebook Lenovo,1018.01,82,Feedmix,Notebooks,2/21/2024,1135.0,TRUE
769,Notebook Acer,1432.05,738,Yodoo,Notebooks,1/18/2024,717.85,TRUE
770,MacBook Pro,1350.06,331,Mydo,Notebooks,1/11/2024,973.74,FALSE
771,Notebook Lenovo,954.62,342,Talane,Notebooks,1/26/2024,1164.91,FALSE
772,Notebook Dell,1021.99,324,Youtags,Notebooks,3/14/2024,1151.96,TRUE
773,Notebook Acer,1250.6,151,Snaptags,Notebooks,2/14/2024,863.15,FALSE
774,Notebook HP,1241.8,76,Kazu,Notebooks,2/5/2024,709.63,FALSE
775,Notebook HP,1359.22,725,Gabspot,Notebooks,3/24/2024,714.49,FALSE
776,Notebook HP,1014.55,11,Yodoo,Notebooks,3/18/2024,1177.2,FALSE
777,Notebook HP,911.14,964,Browsebug,Notebooks,1/13/2024,1107.1,TRUE
778,Microsoft Surface,1234.44,262,Vipe,Notebooks,1/16/2024,986.51,TRUE
779,Notebook Acer,1448.24,432,Camimbo,Notebooks,3/25/2024,887.02,TRUE
780,Notebook Acer,1187.05,689,Centidel,Notebooks,2/21/2024,1070.57,TRUE
781,Notebook HP,996.08,640,Leenti,Notebooks,2/10/2024,713.76,TRUE
782,Notebook HP,1420.02,949,Browsebug,Notebooks,3/26/2024,850.08,FALSE
783,Notebook Dell,848.23,651,Oloo,Notebooks,2/15/2024,924.68,FALSE
784,Notebook Dell,876.38,672,Yadel,Notebooks,3/1/2024,758.27,TRUE
785,Microsoft Surface,1420.65,646,Topiczoom,Notebooks,1/18/2024,705.72,TRUE
786,Microsoft Surface,1494.04,997,Bluezoom,Notebooks,1/8/2024,1067.26,FALSE
787,Notebook Acer,1135.58,974,Mydo,Notebooks,3/5/2024,1170.27,FALSE
788,Notebook Dell,823.49,225,Kazu,Notebooks,1/5/2024,926.93,TRUE
789,MacBook Pro,1005.52,454,Riffwire,Notebooks,3/27/2024,1176.49,TRUE
790,MacBook Pro,865.58,908,Oodoo,Notebooks,3/21/2024,1074.89,FALSE
791,Notebook HP,1453.35,853,Skipfire,Notebooks,3/19/2024,786.47,TRUE
792,Notebook Lenovo,990.12,580,Ntags,Notebooks,2/24/2024,1128.3,TRUE
793,Microsoft Surface,1316.84,725,Skinte,Notebooks,1/7/2024,1000.03,FALSE
794,Notebook Acer,1284.86,968,Talane,Notebooks,1/22/2024,786.7,FALSE
795,Notebook Dell,1373.74,609,Omba,Notebooks,3/15/2024,738.99,TRUE
796,Notebook Dell,1458.44,739,Topiczoom,Notebooks,3/9/2024,795.76,TRUE
797,Notebook Dell,817.48,821,Thoughtmix,Notebooks,2/18/2024,775.37,TRUE
798,MacBook Pro,1189.59,644,Brightbean,Notebooks,2/21/2024,998.63,FALSE
799,Notebook Dell,1131.9,580,Blogspan,Notebooks,3/24/2024,1078.79,TRUE
800,Microsoft Surface,1240.31,552,Linkbuzz,Notebooks,3/8/2024,781.65,FALSE
801,MacBook Pro,1169.46,317,Blogtags,Notebooks,2/23/2024,1064.59,FALSE
802,Notebook Lenovo,990.91,502,Flipbug,Notebooks,2/19/2024,893.99,FALSE
803,Microsoft Surface,1051.26,646,Youbridge,Notebooks,3/3/2024,763.36,FALSE
804,Notebook HP,1300.91,361,Photobug,Notebooks,1/5/2024,1169.94,FALSE
805,Notebook Lenovo,990.99,157,Yotz,Notebooks,3/13/2024,1099.26,FALSE
806,Microsoft Surface,836.31,776,Divavu,Notebooks,3/2/2024,958.86,FALSE
807,Notebook Dell,1116.75,519,Youspan,Notebooks,3/23/2024,1000.53,FALSE
808,Notebook HP,1211.46,401,Realfire,Notebooks,1/19/2024,996.72,TRUE
809,Notebook Acer,1255.1,89,Tagtune,Notebooks,1/26/2024,748.28,FALSE
810,Notebook Lenovo,876.47,522,Jabbersphere,Notebooks,3/4/2024,988.21,FALSE
811,Notebook Lenovo,1436.68,146,Babbleblab,Notebooks,3/1/2024,847.37,TRUE
812,Notebook Dell,944.66,103,Divavu,Notebooks,2/21/2024,721.95,FALSE
813,MacBook Pro,1055.77,586,Innojam,Notebooks,3/13/2024,1065.82,FALSE
814,Notebook Lenovo,1435.65,13,Skalith,Notebooks,3/9/2024,742.32,FALSE
815,Microsoft Surface,1161.6,555,Quimm,Notebooks,1/24/2024,1143.17,FALSE
816,Notebook Lenovo,1003.65,458,Oozz,Notebooks,2/23/2024,832.38,TRUE
817,Notebook Dell,1376.02,977,Agivu,Notebooks,1/24/2024,994.22,TRUE
818,Notebook Acer,1488.0,357,BlogXS,Notebooks,3/8/2024,750.86,TRUE
819,MacBook Pro,1393.85,44,Fliptune,Notebooks,1/31/2024,877.33,FALSE
820,Microsoft Surface,1380.84,556,Yata,Notebooks,2/16/2024,745.43,TRUE
821,Notebook HP,1043.82,633,Roodel,Notebooks,1/23/2024,1020.26,TRUE
822,Microsoft Surface,1426.82,251,Meevee,Notebooks,3/16/2024,1169.55,TRUE
823,Microsoft Surface,801.89,130,LiveZ,Notebooks,3/26/2024,1106.27,TRUE
824,Notebook Lenovo,1008.81,713,Kwinu,Notebooks,1/17/2024,912.77,TRUE
825,Microsoft Surface,1248.14,451,Fadeo,Notebooks,3/25/2024,954.7,TRUE
826,Notebook HP,1201.52,103,Yodel,Notebooks,2/12/2024,891.68,FALSE
827,Notebook Acer,1395.88,403,Edgeblab,Notebooks,1/31/2024,706.17,TRUE
828,MacBook Pro,1360.79,7,Zooveo,Notebooks,1/14/2024,1067.18,FALSE
829,Notebook Lenovo,1391.48,92,Flashdog,Notebooks,2/17/2024,821.36,FALSE
830,Notebook Acer,1133.36,763,Realcube,Notebooks,2/1/2024,969.52,TRUE
831,Microsoft Surface,1443.36,582,Demizz,Notebooks,2/17/2024,1012.45,TRUE
832,MacBook Pro,1050.66,586,Zooveo,Notebooks,3/21/2024,922.38,FALSE
833,Notebook Lenovo,839.81,41,Mynte,Notebooks,2/10/2024,700.36,TRUE
834,MacBook Pro,977.53,737,Fivechat,Notebooks,1/12/2024,876.66,TRUE
835,Microsoft Surface,889.3,905,Jaxbean,Notebooks,3/9/2024,1127.53,TRUE
836,MacBook Pro,884.53,755,Centizu,Notebooks,3/20/2024,1168.73,TRUE
837,Notebook Dell,958.79,521,Reallinks,Notebooks,2/25/2024,1023.01,TRUE
838,Notebook Dell,1237.44,909,BlogXS,Notebooks,2/3/2024,1035.87,TRUE
839,Notebook Lenovo,1059.27,272,Zazio,Notebooks,3/15/2024,741.62,TRUE
840,Notebook Dell,1406.51,658,Twimbo,Notebooks,3/13/2024,1193.52,FALSE
841,Notebook Acer,1135.71,117,Shuffletag,Notebooks,1/31/2024,1170.1,FALSE
842,Notebook HP,1435.77,201,Gabvine,Notebooks,1/23/2024,953.13,TRUE
843,Notebook Acer,1223.52,285,Skiptube,Notebooks,2/21/2024,1148.03,TRUE
844,Notebook Lenovo,1277.47,491,Yambee,Notebooks,2/29/2024,771.96,FALSE
845,Microsoft Surface,1147.53,12,Gigashots,Notebooks,3/7/2024,800.28,TRUE
846,MacBook Pro,840.91,474,Edgeify,Notebooks,1/30/2024,861.17,TRUE
847,Notebook Lenovo,1072.31,301,Zoomlounge,Notebooks,2/21/2024,934.91,FALSE
848,Microsoft Surface,933.96,724,Reallinks,Notebooks,1/6/2024,932.78,TRUE
849,Microsoft Surface,1131.26,761,Ainyx,Notebooks,2/26/2024,993.65,TRUE
850,Microsoft Surface,983.89,509,Edgeclub,Notebooks,3/4/2024,916.02,TRUE
851,Notebook Dell,1010.22,379,Eadel,Notebooks,2/7/2024,856.57,TRUE
852,MacBook Pro,1043.02,855,Realfire,Notebooks,3/18/2024,924.4,FALSE
853,Notebook Acer,941.92,383,Skipfire,Notebooks,1/13/2024,834.87,TRUE
854,Notebook HP,1182.43,337,Brainsphere,Notebooks,3/26/2024,813.51,TRUE
855,Notebook Acer,882.17,499,Jabbertype,Notebooks,1/9/2024,705.01,TRUE
856,Microsoft Surface,982.09,146,Katz,Notebooks,3/6/2024,1050.88,TRUE
857,MacBook Pro,1380.84,260,Innojam,Notebooks,3/3/2024,792.63,FALSE
858,MacBook Pro,917.89,314,Dabvine,Notebooks,2/14/2024,719.31,TRUE
859,Notebook Lenovo,1017.08,574,Quaxo,Notebooks,2/23/2024,943.2,TRUE
860,Notebook Lenovo,823.82,255,Viva,Notebooks,2/19/2024,1074.03,TRUE
861,Microsoft Surface,893.13,697,Riffwire,Notebooks,3/9/2024,953.32,TRUE
862,Notebook HP,1124.91,168,Flipbug,Notebooks,3/21/2024,745.25,FALSE
863,Notebook Lenovo,1061.82,126,Skiptube,Notebooks,3/27/2024,796.52,FALSE
864,MacBook Pro,1258.8,7,Skinte,Notebooks,1/11/2024,903.9,FALSE
865,Notebook HP,1247.6,655,Cogilith,Notebooks,1/22/2024,847.12,TRUE
866,MacBook Pro,1301.22,506,Centidel,Notebooks,3/13/2024,993.29,FALSE
867,MacBook Pro,1259.07,773,JumpXS,Notebooks,2/2/2024,836.36,FALSE
868,Microsoft Surface,858.09,759,Blogtags,Notebooks,3/13/2024,744.36,TRUE
869,MacBook Pro,809.98,356,Kwimbee,Notebooks,2/14/2024,773.27,FALSE
870,MacBook Pro,1100.82,344,Brainverse,Notebooks,2/20/2024,771.68,FALSE
871,Notebook HP,952.58,76,Digitube,Notebooks,3/3/2024,819.38,FALSE
872,Notebook Dell,868.94,169,Eazzy,Notebooks,1/18/2024,1155.97,FALSE
873,Microsoft Surface,1469.27,319,Quinu,Notebooks,1/2/2024,775.99,FALSE
874,Notebook Acer,1302.91,88,Skipstorm,Notebooks,2/25/2024,1046.22,FALSE
875,MacBook Pro,1310.01,279,Meevee,Notebooks,2/26/2024,881.84,TRUE
876,Notebook Dell,1474.59,629,Feedmix,Notebooks,2/24/2024,856.08,TRUE
877,Notebook Dell,1209.19,411,Flashpoint,Notebooks,1/2/2024,903.34,TRUE
878,MacBook Pro,1113.56,834,Devshare,Notebooks,2/10/2024,735.49,FALSE
879,Notebook Acer,1414.23,999,Wordify,Notebooks,1/25/2024,861.04,TRUE
880,Notebook Dell,1190.54,115,Meevee,Notebooks,1/28/2024,881.69,TRUE
881,Notebook Lenovo,956.07,223,Gigazoom,Notebooks,1/29/2024,706.43,TRUE
882,Microsoft Surface,1471.68,585,Skipfire,Notebooks,1/2/2024,1002.73,FALSE
883,Notebook Lenovo,1028.76,812,Yakidoo,Notebooks,1/23/2024,966.95,TRUE
884,Notebook HP,945.09,933,Eadel,Notebooks,1/25/2024,1188.47,FALSE
885,MacBook Pro,945.46,515,Talane,Notebooks,1/17/2024,779.68,FALSE
886,MacBook Pro,960.38,529,Trudeo,Notebooks,3/29/2024,1025.84,FALSE
887,Notebook Lenovo,1375.42,197,Topicware,Notebooks,1/6/2024,977.18,TRUE
888,MacBook Pro,1447.81,34,Quinu,Notebooks,1/17/2024,728.15,TRUE
889,Notebook Dell,892.12,804,Skyba,Notebooks,1/30/2024,702.4,TRUE
890,MacBook Pro,1162.26,449,Skinix,Notebooks,3/30/2024,1033.47,FALSE
891,Notebook HP,1391.7,899,Flipstorm,Notebooks,3/26/2024,1072.63,TRUE
892,Microsoft Surface,912.73,538,Meevee,Notebooks,3/24/2024,1120.34,FALSE
893,Notebook Acer,1255.95,693,Kayveo,Notebooks,2/24/2024,807.37,TRUE
894,Notebook Acer,1041.74,149,Gabvine,Notebooks,1/17/2024,1119.99,TRUE
895,Notebook HP,1002.44,80,Riffwire,Notebooks,3/20/2024,1166.95,TRUE
896,Microsoft Surface,1404.3,63,Livetube,Notebooks,3/10/2024,984.08,TRUE
897,Notebook HP,1211.8,95,Mydo,Notebooks,2/1/2024,755.48,FALSE
898,Notebook Acer,1114.95,528,Twitterwire,Notebooks,3/25/2024,1174.98,FALSE
899,Notebook Lenovo,1026.93,358,Skajo,Notebooks,1/25/2024,717.78,TRUE
900,Notebook Dell,1244.97,417,Oyonder,Notebooks,2/17/2024,955.42,TRUE
901,Notebook Acer,819.61,135,Jabbersphere,Notebooks,3/4/2024,947.69,FALSE
902,MacBook Pro,1224.62,815,Photospace,Notebooks,2/23/2024,1039.06,TRUE
903,Notebook Acer,1130.24,986,Voonix,Notebooks,1/29/2024,739.48,TRUE
904,MacBook Pro,1493.04,675,Viva,Notebooks,3/1/2024,735.99,TRUE
905,Notebook Dell,987.95,806,Voomm,Notebooks,3/7/2024,986.48,TRUE
906,Notebook Lenovo,1224.02,867,Camimbo,Notebooks,1/8/2024,972.76,FALSE
907,MacBook Pro,1418.73,516,Realcube,Notebooks,2/8/2024,1093.61,FALSE
908,Notebook Acer,1467.57,529,Einti,Notebooks,1/6/2024,1011.08,TRUE
909,Notebook Acer,1458.3,504,Skinix,Notebooks,2/29/2024,794.28,FALSE
910,Notebook Dell,1447.95,687,Kayveo,Notebooks,1/26/2024,1158.15,TRUE
911,Notebook Dell,1155.41,756,Avavee,Notebooks,1/10/2024,815.62,TRUE
912,MacBook Pro,1224.4,680,Zoomcast,Notebooks,3/4/2024,1172.31,TRUE
913,Microsoft Surface,1154.52,700,Twitterlist,Notebooks,1/27/2024,1004.61,TRUE
914,Notebook HP,1433.89,224,Quimba,Notebooks,2/15/2024,999.25,TRUE
915,Notebook Dell,1192.78,962,Aimbo,Notebooks,2/19/2024,1134.05,FALSE
916,Notebook HP,1097.15,920,Yacero,Notebooks,1/25/2024,800.86,FALSE
917,Notebook Lenovo,1343.43,615,Browsetype,Notebooks,3/29/2024,940.45,TRUE
918,Microsoft Surface,1070.88,995,Dynava,Notebooks,2/20/2024,1109.16,TRUE
919,MacBook Pro,856.36,127,Zoonder,Notebooks,2/23/2024,845.19,TRUE
920,Notebook HP,925.51,103,Babbleset,Notebooks,1/6/2024,1130.03,FALSE
921,Notebook Lenovo,952.06,170,Riffwire,Notebooks,2/3/2024,811.1,FALSE
922,MacBook Pro,827.76,489,Meembee,Notebooks,1/29/2024,989.82,TRUE
923,Notebook HP,1082.58,63,Quaxo,Notebooks,3/17/2024,897.83,FALSE
924,Notebook Dell,1184.49,375,Brainverse,Notebooks,3/11/2024,965.88,FALSE
925,MacBook Pro,1165.54,483,Tavu,Notebooks,1/22/2024,829.31,TRUE
