Marca temporal,1. Utiliza habitualmente la página web de ATM,2. Le resultó simple la creación de su cuenta en Mis Trámites,3. Le resulta comprensible la sección de Mis Trámites,4. El trámite que realizó dentro de Mis Trámites fue resuelto de forma:,5. La información brindada por la página web de ATM es:,6. El boleto para pagar el año 2020 lo obtuvo por:,Agregue aquí su sugerencia
14/12/2020 10:06:10,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"Que sean rápidos en la atención de los trámites, ya que muchas veces hay problemas con los pagos y no se puede bajar constancias de cumplimiento fiscal. Muchas gracias."
14/12/2020 9:54:53,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
14/12/2020 8:42:24,SI,SI,SI,Muy satisfactoria,Muy Buena,Recepción por correo electrónico,0
13/12/2020 20:51:16,SI,SI,NO,Satisfactoria,Buena,Recepción por correo electrónico,
13/12/2020 13:34:05,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
13/12/2020 0:14:08,SI,NO,NO,Satisfactoria,Regular,Descarga de la página web de ATM,
12/12/2020 16:58:37,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
12/12/2020 14:07:49,NO,SI,NO,Nada satisfactoria,Mala,no ingrese por ese tramite,Sean mas claros y hagan devoluciones en tiewmpo y forma. Pongan un soporte !!!!!!!!!!!! Es pesima
12/12/2020 9:01:00,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,MEJORAR TIEMPO EN RESOLVER TRAMITES DE SELLADOS
11/12/2020 22:38:37,SI,SI,SI,Poco satisfactoria,Buena,NO CORRESPONDE,
11/12/2020 21:49:31,NO,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
11/12/2020 19:28:26,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,La respuesta al punto 4 es la que espero . Acabo de presentar el tramite y todavía no he tenido respuesta
11/12/2020 19:23:02,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
11/12/2020 19:01:25,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
11/12/2020 18:50:25,SI,SI,SI,Satisfactoria,Muy Buena,Bolsa de comercio,
11/12/2020 18:45:34,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
11/12/2020 18:07:08,SI,SI,SI,Satisfactoria,Buena,no nos corresponde,
11/12/2020 17:58:41,NO,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,en mis  tramites poner la mayor tramites porque te cuesta seleccionar el tipo de tramite
11/12/2020 17:38:57,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,
11/12/2020 17:20:25,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,
11/12/2020 15:53:55,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
11/12/2020 15:43:01,SI,SI,SI,Muy satisfactoria,Buena,Recepción por correo electrónico,Celeridad en la gesion de los EE
11/12/2020 15:38:27,NO,SI,SI,Muy satisfactoria,Muy Buena,Recepción por correo electrónico,
11/12/2020 15:17:47,SI,SI,NO,Poco satisfactoria,Buena,Recepción por correo electrónico,
11/12/2020 14:35:58,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
11/12/2020 14:02:41,SI,NO,SI,Nada satisfactoria,Regular,Descarga de la página web de ATM,
11/12/2020 13:46:13,NO,NO,SI,Nada satisfactoria,Mala,nunca me llego nada,sancion al administrativo que me ha perjudicado cargando datos que son erroneos
11/12/2020 13:46:01,SI,SI,NO,Poco satisfactoria,Buena,Descarga de la página web de ATM,"Lo ideal seria que la atencion telefonica complemente los tramites que a veces no sabemos hacer pero cuesta mucho comunicarse y generalmente no dan muchas respuestas, solo meterse a la pagina"
11/12/2020 13:40:23,SI,SI,SI,Nada satisfactoria,Buena,Descarga de la página web de ATM,"QUE LOS EMPLEADOS PRESTEN LA DEBIDA ATENCION EN LAS CONTESTACIONES YA QUE ME ENVIARON Y LIQUIDARON UN IMPUESTO QUE NO ES DE LA EMPRESA, SE CONFUNDIERON DE CONTRATO"
11/12/2020 13:32:05,SI,SI,NO,Poco satisfactoria,Buena,Descarga de la página web de ATM,La sección de consulta no funciona bien 
11/12/2020 13:19:18,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
11/12/2020 13:12:31,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,"TENDRIAN QUE PODER SACAR DEUDAS PARA PAGAR ACTUALIZADA( COMO SE HACE EN OTRAS PROVINCIAS) , HABRIA MUCHA MAS GENTE QUE PAGARIA YA QUE SI NO ESTAN OBLIGADOS POR EL REGISTRO NO LO HACEN , LA BOLSA DE COMERIO ESTUVO 2 SEMANAS SIN SISTEMA Y NO HABIA FORMA DE SACAR BOLETOS "
11/12/2020 13:04:19,SI,SI,NO,Satisfactoria,Regular,Recepción por correo electrónico,
11/12/2020 13:01:45,SI,SI,SI,Muy satisfactoria,Muy Buena,Entrega en su domicilio real,
11/12/2020 12:46:13,SI,SI,SI,Muy satisfactoria,Muy Buena,link,
11/12/2020 12:42:17,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
11/12/2020 12:28:34,SI,SI,SI,Nada satisfactoria,Muy Buena,He realizado trámites de otras personas,"Como escribana necesito un canal de consultas, dada la alta responsabilidad que se nos impone de retener, pero la imposibilidad de comunicarnos con personal de ATM que resuelva consultas"
11/12/2020 11:47:27,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
11/12/2020 11:46:07,NO,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,
11/12/2020 11:37:51,SI,SI,SI,Poco satisfactoria,Regular,no lo he pedido,QUE ATIENDAN EL UNICO TELEFONO INFORMADO PARA CONSULTAS (148)
11/12/2020 11:28:43,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"En función de las dificultades para acceder a Libre de Deuda de Impuestos inmobiliarios a través de la Bolsa de Comercio y que no hay turnos disponibles en las oficinas de ATM por la pandemia, estaría bueno que se habilitara la posibilidad de acceder a los Libre Deuda a través de la página, sin necesidad de tener el usuario y contraseña del titular. No siempre se puede acceder al mismo."
11/12/2020 11:22:47,NO,SI,NO,Poco satisfactoria,Regular,en RENTAS SAN MARTIN,
11/12/2020 11:22:41,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
11/12/2020 11:19:02,SI,SI,SI,Satisfactoria,Regular,Descarga de la página web de ATM,"Mas agilidad en la respuesta a consultas, tanto a través de la página como el tiempo de espera en el teléfono. "
11/12/2020 11:14:24,NO,SI,SI,Satisfactoria,Buena,Pago mis cuentas,"Deberían cruzar la información con AFIP en las inscripciones de Sociedades, ya que solicitan practicamente la misma información, deberían aprovechar la ola de la era de la digitalización y maximizar el cruce de información. Haría que el trámite sea mas sencillo."
11/12/2020 10:52:56,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
11/12/2020 10:29:33,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,MEJORAR LA ATENCIÓN TELEFÓNICA. LAS PERSONAS QUE ATIENDEN EL TELEFONO NO ESTÁN DEBIDAMENTE CAPACITADAS .
11/12/2020 10:01:47,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,
11/12/2020 9:51:32,SI,SI,SI,Satisfactoria,Regular,Descarga de la página web de ATM,
11/12/2020 9:33:51,SI,SI,SI,Satisfactoria,Regular,Descarga de la página web de ATM,"Es muy difícil contactarse con una persona para consultas,  a veces la urgencia es mayor y el tiempo de hacer una consulta por expediente y esperar respuesta no es viable."
11/12/2020 9:30:12,SI,SI,SI,Nada satisfactoria,Mala,Descarga de la página web de ATM,No genera deudas anteriores y posibilidad de levantar inhibiciones
11/12/2020 9:27:27,SI,SI,SI,Satisfactoria,Buena,No obtuve boletos,
11/12/2020 9:26:09,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,
11/12/2020 9:26:03,SI,SI,SI,Nada satisfactoria,Buena,Descarga de la página web de ATM,"las bajas de mum segun publicidad, y desde que se creo MUM  debe ser automática conjuntamente con la baja en AFIP. sin embargo el sistema no esta realizando la misma y después aparece deuda de ATM y las peleas innecesarias con su personal para dar la baja, porque obviamente quieren recaudar. pero no es lo que profesan. se deberia informar a la poblacion sobre que las bajas no se estan realizando"
11/12/2020 9:13:36,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
11/12/2020 9:01:56,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,que continue este sistema on line
11/12/2020 8:53:11,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,
11/12/2020 8:28:54,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
11/12/2020 7:09:37,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,Poder Verificar deudas On LIne
10/12/2020 23:27:55,SI,SI,NO,Nada satisfactoria,Regular,Descarga de la página web de ATM,DESEO una mejora de la pagina en cuanto a necesidad de simpleza ya que aun siendo profesional me cuesta encontrar lo que busco . Gracias 
10/12/2020 21:13:32,NO,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
10/12/2020 20:44:32,SI,SI,SI,Muy satisfactoria,Muy Buena,NO SOLICITE BOLETO,
10/12/2020 18:59:30,NO,SI,NO,Poco satisfactoria,Mala,Recepción por correo electrónico,"Hay errores ortográficos para ingresar a esta encuesta. Es presione aquí y no precione. Y es Completando, no Complentando. Espero lo corrijan porque es una página muy visitada. Saludos"
10/12/2020 18:55:03,NO,SI,NO,Poco satisfactoria,Mala,Recepción por correo electrónico,Tengo 70 años y tuve que recurrir a mi hijo para poder hacer el tramite. La pagina poco amigable
10/12/2020 18:10:12,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
10/12/2020 17:58:30,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
10/12/2020 17:54:28,SI,SI,NO,Satisfactoria,Buena,Descarga de la página web de ATM,Mayor soporte online
10/12/2020 17:32:01,SI,SI,NO,Poco satisfactoria,Buena,Entrega en su domicilio real,mayor claridad en los tramites
10/12/2020 17:23:27,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
10/12/2020 17:03:37,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
10/12/2020 17:01:57,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,La devolciones de sircreb mal retenidos son trámites eternos.
10/12/2020 16:55:58,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
10/12/2020 16:13:37,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
10/12/2020 15:47:50,SI,SI,SI,Satisfactoria,Buena,no pago boleto sino ingresos brutos,
10/12/2020 15:32:40,SI,SI,NO,Nada satisfactoria,Buena,Recepción por correo electrónico,
10/12/2020 15:25:15,NO,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
10/12/2020 14:57:21,SI,SI,SI,Muy satisfactoria,Buena,Recepción por correo electrónico,MAS AGILIDAD EN LOS SELLADOS 
10/12/2020 14:36:35,SI,SI,SI,Nada satisfactoria,Buena,Descarga de la página web de ATM,"Es conveniente que mejoren el sistema de sellos. Ya que hay varias veces que he tenido que recurrir a que lo realicen ustedes y he tenido una demora de 15 días.
"
10/12/2020 13:24:01,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,
10/12/2020 13:18:38,SI,SI,SI,Satisfactoria,Regular,Descarga de la página web de ATM,"Seria importante que las respuestas sean oportunas, tengo muchos tramites que llevan mas de 10 días sin respuesta. "
10/12/2020 13:18:31,SI,SI,SI,Poco satisfactoria,Buena,NO SUPE COMO SACARLO,NO ME RESULTO SIMPLE LA CARGA DE LA INFORMACION SOLICITADA
10/12/2020 13:18:10,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,
10/12/2020 13:01:53,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,
10/12/2020 12:26:02,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,chat con funcionarios urgente
10/12/2020 12:14:01,SI,SI,NO,Poco satisfactoria,Buena,Descarga de la página web de ATM,La sección Mis Tramites no es muy clara. Contiene muchos pasos Técnicos
10/12/2020 12:09:21,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
10/12/2020 11:33:01,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
10/12/2020 11:10:36,SI,SI,NO,Nada satisfactoria,Mala,Descarga de la página web de ATM,"LA PÁGINA Y EL SISTEMA SON MUY MALOS, REPITO, MUY MALOS"
10/12/2020 11:09:18,SI,SI,NO,Muy satisfactoria,Regular,Descarga de la página web de ATM,"indicar con mayor detalle por donde ingresar tramites tales como sellados especiales, ej resoluciones, por donde generar los planes pagos o solicitar detalle de deuda, deberia avisar o tener alertas de deudas !! , si uno no pide una constancia de cumplimiento fiscal no sabe que tiene deuda, ya que los boletos tampoco informan deuda como era hace tiempo atras "
10/12/2020 11:07:36,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
10/12/2020 10:45:15,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
10/12/2020 10:40:47,SI,SI,NO,Nada satisfactoria,Mala,Descarga de la página web de ATM,"integrar mejor los aplicativos dentro de la misma web. hay tareas que se pueden hacer por varios sectores y algunos funcionan y otros no. Como por ejemplo pagar un plan de pago de impuesto automotor (se puede en la consulta de automotores y en la consulta de plan de pago, pero funcionan pesimo las dos)"
10/12/2020 10:22:35,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,Más rapidez para resolver los expedientes electrónicos de los TRAMITES ONLINE
10/12/2020 9:30:32,SI,SI,NO,Satisfactoria,Buena,Descarga de la página web de ATM,Creo que agregar un buscador general que te oriente a lo que uno esta buscando puede ser de gran ayuda.
10/12/2020 9:27:07,NO,SI,NO,Poco satisfactoria,Buena,Entrega en su domicilio real,"sugiero ifrecer instructivos de uso para realizar ciertos tramites poco cotidianos por ejemplo solicitud de sellados, planes de pago etc. aveces es confuso la informacion. gracias"
10/12/2020 8:49:28,NO,SI,NO,Satisfactoria,Buena,Entrega en su domicilio real,"Es muy difícil para los mayores, se necesita ayuda de otra persona"
9/12/2020 21:54:05,NO,SI,SI,Muy satisfactoria,Muy Buena,Entrega en su domicilio real,
9/12/2020 21:41:18,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
9/12/2020 19:54:00,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
9/12/2020 19:23:31,NO,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
9/12/2020 19:01:58,SI,SI,NO,Muy satisfactoria,Buena,Descarga de la página web de ATM,"Que sea mas simple el tramite, las personas mayores no estamos familiarizados con tramites on line, y cuesta un poco hacerlos, Gracias  "
9/12/2020 18:31:25,NO,SI,SI,Muy satisfactoria,Regular,"Todavía no, recién inicio el trámite.","Deberían ser más claros sobre cómo iniciar el trámite, tuve que entrar varias veces hasta adivinar que había que apretar el ""más"" para buscar un trámite distinto al de jubilado."
9/12/2020 18:07:54,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
9/12/2020 17:56:17,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,
9/12/2020 16:14:46,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,RESULTA DE MUCHA UTILIDAD EL PODER RESOLVER LOS TRAMITES POR AUTOGESTION
9/12/2020 15:43:21,SI,NO,NO,Satisfactoria,Buena,Descarga de la página web de ATM,
9/12/2020 15:27:01,SI,SI,SI,Muy satisfactoria,Muy Buena,Recepción por correo electrónico,
9/12/2020 14:31:00,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
9/12/2020 14:12:42,SI,SI,SI,Poco satisfactoria,Buena,Recepción por correo electrónico,DEBEN MEJORAR LA RAPIDEZ EN LAS SOLICITUDES DE SELLADO
9/12/2020 13:44:36,SI,SI,SI,Satisfactoria,Muy Buena,Entrega en su domicilio real,
9/12/2020 13:30:56,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
9/12/2020 12:59:01,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
9/12/2020 12:43:06,SI,NO,SI,Satisfactoria,Regular,Descarga de la página web de ATM,
9/12/2020 12:34:27,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
9/12/2020 12:23:34,NO,NO,NO,Poco satisfactoria,Muy Buena,Descarga de la página web de ATM,
9/12/2020 12:10:37,NO,SI,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,"en el tutorial para iniciar sellados cuando adjunto los archivos me llevo a una ventana que el tutorial no lo decía, espero haberlo hecho bien, porque no me resulto muy claro, cuando entras a la pagina te muestra otros ""titulos o leyendas"" que el tutorial no lo dice.eso genera confusión. saludos!"
9/12/2020 12:09:01,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
9/12/2020 11:48:51,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,
9/12/2020 11:14:41,SI,NO,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,
9/12/2020 10:51:41,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"Agregar al tipo de adjuntos el modo ""contratos"""
9/12/2020 10:30:37,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"en expedientes hay opciones limitadas, y en oficina te piden iniciar el tramite por alli, y no encontras la opcion adecuada al tramite, poner una ventana de otros en el que se pueda espresar otra alternativa"
9/12/2020 10:20:18,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
9/12/2020 9:48:16,NO,NO,NO,Satisfactoria,Buena,Descarga de la página web de ATM,
9/12/2020 8:52:56,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
5/12/2020 23:30:20,SI,SI,SI,Nada satisfactoria,Muy Buena,Descarga de la página web de ATM,ACELERAR TRAMITES WEB NO PUEDE SER QUE TARDEN DIAS EN REVISAR DOCUMENTACIONES
5/12/2020 11:50:33,SI,NO,NO,Nada satisfactoria,Mala,Descarga de la página web de ATM,Mayor capacitacion en el personal que atiende los reclamos por tasa de justicia. Ademas de celeridad.
5/12/2020 11:18:21,SI,SI,SI,Satisfactoria,Regular,Descarga de la página web de ATM,
5/12/2020 11:09:09,NO,SI,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,
5/12/2020 10:47:09,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,poder comunicarse por telefono para solucionar problemas de patentes
5/12/2020 10:41:44,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
5/12/2020 8:14:18,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,AJUSTAR EL SISTEMA SELLADOS WEB-NO FUNCIONA CORRECTAMENTE
4/12/2020 19:28:07,SI,SI,SI,Nada satisfactoria,Buena,Descarga de la página web de ATM,aun no se resuelve el tramite
4/12/2020 19:10:40,SI,SI,SI,Poco satisfactoria,Regular,Descarga de la página web de ATM,Es prioritario agilizar los plazos de tramitación de todos los trámites referentes a CATASTRO. 
4/12/2020 17:44:06,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,"En general la página resulta entendible y útil, pero en el momento de adjuntar documentación, para el caso de un Alta en IIBB, no resulta del todo clara y en algunos casos la única opción posible es ""Otros"". "
4/12/2020 17:31:08,SI,NO,NO,Satisfactoria,Regular,Descarga de la página web de ATM,
4/12/2020 16:44:53,SI,SI,SI,Satisfactoria,Regular,Descarga de la página web de ATM,
4/12/2020 16:39:02,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,hay veces que los tiempos de respuestas son muy largos
4/12/2020 16:26:50,NO,NO,SI,Poco satisfactoria,Regular,TRATO DE OBTENERLO POR PÁGINA WEB Y ME ENCUENTRO CON ERRORES ,ENTRÉ A LA PÁGINA PARA SACAR MI BOLETA DE PAGO IMPUESTO AUTOMOTOR Y MI DOMINIO ESTÁ MAL REGISTRADO. ME OBLIGA A HACER UN TRÁMITE  EXTRA.
4/12/2020 15:54:53,SI,SI,NO,Poco satisfactoria,Muy Buena,Recepción por correo electrónico,Mejorar la pagina de tramites 
4/12/2020 14:24:38,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
4/12/2020 13:45:18,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,Sería más útil recibir todas las notificaciones en mí email (ceciliaestelrich@gmail.com)
4/12/2020 13:37:41,NO,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,
4/12/2020 13:29:14,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,LA ATENCION TELEFONICA ES FANTASTICA. LASTIMA QUE CUESTA MUCHO COMUNICARSE-
4/12/2020 13:27:59,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,"pido por teléfono a través del 148 y no me atienden nunca y, como tramitadora de escribanía me gustarìa que sean màs ràpidos , nada más"
4/12/2020 12:53:13,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,"Ninguna, bien todo"
4/12/2020 12:32:52,NO,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,
4/12/2020 12:16:58,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
4/12/2020 11:43:10,NO,SI,SI,Poco satisfactoria,Regular,no hice esto,Permitir subir varios archivos de una sola vez- Ser más claro en las opciones de trámites
4/12/2020 11:41:39,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
4/12/2020 11:19:23,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
4/12/2020 11:08:10,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,0
4/12/2020 11:03:07,SI,SI,NO,Poco satisfactoria,Regular,Entrega en su domicilio real,
4/12/2020 10:52:47,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,QUE SEA MENOS COSTOSO SELLAR. 
4/12/2020 10:49:33,SI,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,
4/12/2020 10:40:49,SI,SI,SI,Nada satisfactoria,Regular,Descarga de la página web de ATM,Pagué a traves de la pagina web ATM y 30 días despues figura impago el impuesto inmobiliario cuota 5/2020
4/12/2020 9:49:56,SI,NO,SI,Satisfactoria,Regular,Descarga de la página web de ATM,En ésta situación de pandemia se podría aclarar en consultas frecuentes ¿qué trámites se hacen via web? adjuntando un instructivo. Igual que falta instructivo en caso de fallecimiento de la persona para solicitar la baja en impuestos.
4/12/2020 9:43:22,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"ME COBRARON INTERESES POR PAGO FUERA DE TERMINO EN UN CONTRATO QUE DEMORARON 40 DIAS EN RESPONDER... CREO QUE DEBERIAN TENER EN CTA EL INGRESO DEL MISMO Y LOS PROBLEMAS QUE PUEDEN SURGIR AL DESCONCER LA PAGINA 
 "
4/12/2020 9:36:01,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
4/12/2020 9:05:10,SI,SI,SI,Satisfactoria,Mala,Recepción por correo electrónico,"No fue sencillo encontrar la manera, es decir los hipervinculos correctos, para dar inicio a un tramite nuevo. Si bien una vez que se ha iniciado uno es facil seguirlo, no asi iniciarlo. Ya que solo consegui hacerlo comunicandome telefonicamente con una persona de atm que me guio dentro de la oficina virtual. De otra forma me hubiera sido imposible encontrar los apartados correctos."
4/12/2020 8:14:00,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
4/12/2020 0:36:51,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
3/12/2020 23:48:03,SI,SI,NO,Satisfactoria,Buena,Entrega en su domicilio real,"Permitir pagar todos los impuestos generando un boleto (sin crear plan de pagos) y que se pueda abonar por VEP, rapipago, pago mis cuentas, etc....."
3/12/2020 19:32:19,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
3/12/2020 19:30:37,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"Sería bueno un sistema de cuenta tributaria similar al de AFIP, con posibilidad de compensación entre impuestos."
3/12/2020 19:10:03,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
3/12/2020 19:10:02,SI,NO,SI,Nada satisfactoria,Mala,Descarga de la página web de ATM,ES IMPOSIBLE PRESENTAR LAS DECLARACIONES JURADAS ANUALES NO GUARDA LA INFORMACION
3/12/2020 19:04:19,SI,SI,SI,Muy satisfactoria,Buena,Recepción por correo electrónico,
3/12/2020 17:52:56,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"Que sean mas rápido al contestar lo pedido en Mis Tramites, solicitud de boletos para el pago de impuestos "
3/12/2020 17:48:32,SI,SI,SI,Nada satisfactoria,Buena,Descarga de la página web de ATM,"LOS IMPUESTOS INMOBILIARIOS NO TODOS SABEN DESCARGARLOS O NO TODOS TIENEN ACCESO A UNA COMPUTADORA E IMPRESORA, PRINCIPALMENTE LA GENTE MAYOR."
3/12/2020 17:21:41,NO,SI,SI,Poco satisfactoria,Buena,Recepción por correo electrónico,Que respondan a la brevedad
3/12/2020 17:08:33,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,"DESEARÍA QUE LOS TRÁMITES EN ATM SIGAN DE MANERA VIRTUAL, SALVO AQUELLOS QUE PO SU COMPLEJIDAD NECESITES SER PRESENCIAL"
3/12/2020 17:04:15,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
3/12/2020 16:58:41,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,TENDRIA QUE SER MAS RAPIDO EL TEMA DE LAS RESPUESTAS.
3/12/2020 16:45:54,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,Deberian atender de forma presencial en maipu
3/12/2020 16:07:58,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"la resolución por trámite on line es muy lenta, ocasionando problemas al contribuyente fundamentalmente cuando de la resolución del mismo dependen otros actos juridicos. "
3/12/2020 15:49:24,SI,SI,NO,Satisfactoria,Regular,Descarga de la página web de ATM,
3/12/2020 15:25:53,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,Debería ser mas cómoda la declaración de retenciones 
3/12/2020 15:12:49,NO,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,
3/12/2020 15:03:47,SI,SI,SI,Nada satisfactoria,Regular,Descarga de la página web de ATM,
3/12/2020 13:59:08,SI,SI,SI,Nada satisfactoria,Regular,Descarga de la página web de ATM,ARREGLAR NSIT. NO FUNCIONA. EL SISTEMA VIEJO ERA MUCHISIMO MEJOR!!! 
3/12/2020 13:35:27,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
3/12/2020 13:17:48,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
3/12/2020 13:05:26,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,"El reclamo lo resulven, pero todos los meses debo volver a reclamar porque no solucionan el problema de fondo en sus sistemas"
3/12/2020 13:04:59,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,Esta todo muy bien.
3/12/2020 11:51:15,NO,SI,SI,Poco satisfactoria,Buena,no lo he recibido,aguardo mi boleto del vehiculo AE175LT
3/12/2020 11:42:33,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,
