,ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,STATUS
5616,5090548,F,N,Y,0,405000.0,State servant,Higher education,Married,House / apartment,-15142,-4600,1,0,0,0,Core staff,2.0,0
5617,5090549,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15241,-2531,1,0,0,0,,2.0,0
5618,5090550,M,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-10515,-401,1,0,0,0,Cooking staff,1.0,0
5619,5090552,F,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-17860,-2439,1,0,0,0,,3.0,0
5620,5090557,F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-23033,-1778,1,0,1,1,Medicine staff,1.0,0
5621,5090558,F,Y,N,0,270000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-12015,-2447,1,0,0,1,Private service staff,2.0,0
5622,5090561,F,N,N,1,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12870,-2416,1,0,0,0,Laborers,3.0,0
5623,5090562,M,Y,N,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19748,-743,1,1,0,1,,2.0,0
5624,5090565,F,N,Y,3,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14880,-773,1,0,0,0,Sales staff,5.0,0
5625,5090566,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-22912,365243,1,0,1,0,,1.0,0
5626,5090567,M,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15082,-254,1,0,1,0,Drivers,2.0,0
5627,5090568,M,Y,N,0,450000.0,Working,Higher education,Married,House / apartment,-11496,-3722,1,1,1,0,Core staff,2.0,0
5628,5090569,M,Y,Y,0,360000.0,Commercial associate,Higher education,Married,House / apartment,-21068,-7404,1,0,1,1,Laborers,2.0,0
5629,5090570,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19486,-587,1,0,0,0,,2.0,0
5630,5090572,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12108,-1379,1,0,0,0,Sales staff,3.0,0
5631,5090573,M,Y,N,0,180000.0,Pensioner,Higher education,Married,House / apartment,-22268,365243,1,0,0,1,,2.0,0
5632,5090574,F,N,Y,2,121500.0,Working,Secondary / secondary special,Married,House / apartment,-9844,-3021,1,1,1,0,Laborers,4.0,0
5633,5090576,M,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18445,-4331,1,0,0,0,Drivers,2.0,0
5634,5090578,F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15840,-1834,1,0,0,0,Sales staff,2.0,0
5635,5090580,F,Y,Y,1,225000.0,Working,Incomplete higher,Single / not married,With parents,-10289,-2348,1,0,0,0,Medicine staff,2.0,1
5636,5090581,M,N,N,1,202500.0,State servant,Higher education,Married,House / apartment,-15808,-461,1,0,0,0,Managers,3.0,0
5637,5090582,M,N,N,0,135000.0,Working,Higher education,Married,House / apartment,-15725,-3993,1,0,0,1,Managers,2.0,0
5638,5090592,M,Y,Y,0,301500.0,Commercial associate,Higher education,Married,House / apartment,-16029,-429,1,0,0,0,Laborers,2.0,0
5639,5090593,M,N,Y,0,247500.0,Working,Lower secondary,Civil marriage,House / apartment,-15032,-309,1,0,0,0,Drivers,2.0,0
5640,5090594,M,Y,Y,3,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12634,-4053,1,0,0,0,Laborers,5.0,0
5641,5090595,M,N,Y,0,54000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20018,-1831,1,0,0,0,Security staff,1.0,0
5642,5090596,M,Y,N,0,189000.0,Working,Secondary / secondary special,Civil marriage,With parents,-12661,-401,1,0,0,0,Security staff,2.0,0
5643,5090598,F,N,Y,0,112500.0,State servant,Higher education,Married,House / apartment,-16907,-429,1,0,0,0,Secretaries,2.0,0
5644,5090600,M,Y,Y,2,202500.0,Working,Higher education,Married,House / apartment,-15460,-7004,1,0,0,0,Core staff,4.0,0
5645,5090604,M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17218,-8618,1,0,0,0,Laborers,2.0,0
5646,5090605,F,N,Y,0,130500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-22224,365243,1,0,0,0,,2.0,0
5647,5090607,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10898,-401,1,0,0,0,,2.0,0
5648,5090608,M,Y,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,-14294,-401,1,0,0,0,Managers,2.0,0
5649,5090609,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20158,-3566,1,0,0,0,Managers,2.0,0
5650,5090611,F,N,Y,0,99000.0,Working,Higher education,Single / not married,Municipal apartment,-19030,-2629,1,0,0,0,,1.0,0
5651,5090612,F,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,-13788,-2905,1,0,0,0,Accountants,2.0,0
5652,5090613,M,Y,Y,2,315000.0,Working,Higher education,Married,House / apartment,-12434,-3447,1,0,0,0,Core staff,4.0,0
5653,5090614,M,Y,Y,0,382500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11557,-2412,1,0,0,0,Core staff,1.0,0
5654,5090615,F,Y,N,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22143,365243,1,0,1,0,,2.0,0
5655,5090619,M,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21188,365243,1,0,0,0,,1.0,1
5656,5090621,F,N,Y,0,360000.0,Working,Higher education,Married,House / apartment,-21330,-7522,1,0,0,0,Managers,2.0,0
5657,5090627,F,N,Y,0,234000.0,Working,Higher education,Married,House / apartment,-12807,-5696,1,0,0,0,Managers,2.0,0
5658,5090629,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19983,365243,1,0,0,1,,2.0,0
5659,5090631,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20727,365243,1,0,1,0,,2.0,0
5660,5090632,F,Y,Y,0,292500.0,Commercial associate,Incomplete higher,Married,House / apartment,-12207,-1898,1,0,0,1,Sales staff,2.0,0
5661,5090634,F,N,N,0,63000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23429,365243,1,0,0,0,,2.0,0
5662,5090635,F,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,-13280,-348,1,0,0,1,Sales staff,3.0,1
5663,5090636,F,Y,Y,0,117000.0,Working,Secondary / secondary special,Separated,House / apartment,-19119,-1686,1,1,0,0,Sales staff,1.0,0
5664,5090639,M,Y,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20826,-2690,1,0,0,0,Drivers,2.0,0
5665,5090641,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14660,-313,1,0,0,0,Laborers,2.0,0
5666,5090642,F,Y,Y,0,540000.0,Pensioner,Higher education,Married,House / apartment,-21290,365243,1,0,0,0,,2.0,0
5667,5090643,M,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-20794,-1805,1,0,0,1,Drivers,2.0,0
5668,5090644,F,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-20912,-8772,1,0,1,0,Cleaning staff,2.0,0
5669,5090645,F,N,Y,0,144000.0,Pensioner,Secondary / secondary special,Single / not married,Rented apartment,-21942,365243,1,0,0,0,,1.0,1
5670,5090648,F,Y,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-15055,-5238,1,1,1,1,Managers,2.0,0
5671,5090650,M,N,Y,0,252000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21272,365243,1,0,0,1,,2.0,0
5672,5090651,F,N,Y,1,315000.0,Working,Higher education,Civil marriage,House / apartment,-10810,-1435,1,1,0,1,Core staff,3.0,0
5673,5090652,F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-20816,-1647,1,1,1,0,,1.0,0
5674,5090653,M,Y,Y,0,162000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10430,-1130,1,0,0,1,Laborers,2.0,0
5675,5090666,F,N,Y,0,346500.0,Commercial associate,Higher education,Separated,House / apartment,-14890,-2410,1,0,1,1,,1.0,0
5676,5090668,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-15003,-2591,1,0,1,1,Accountants,2.0,0
5677,5090669,F,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17821,-1830,1,0,0,0,,2.0,0
5678,5090670,F,Y,N,0,112500.0,Pensioner,Higher education,Married,House / apartment,-21575,365243,1,0,0,0,,2.0,0
5679,5090682,M,N,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9007,-2107,1,1,0,0,Managers,4.0,0
5680,5090683,F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22508,365243,1,0,1,0,,2.0,0
5681,5090685,F,Y,N,0,360000.0,Working,Higher education,Married,House / apartment,-12542,-4357,1,1,1,1,Managers,2.0,1
5682,5090687,M,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14778,-3322,1,0,0,0,Core staff,1.0,0
5683,5090698,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-20219,-1224,1,0,1,1,Security staff,2.0,0
5684,5090701,F,N,N,0,594000.0,Pensioner,Higher education,Single / not married,Municipal apartment,-17387,365243,1,0,0,0,,1.0,0
5685,5090702,F,Y,Y,1,202500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-13652,-2530,1,0,0,0,Sales staff,3.0,0
5686,5090703,F,N,N,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-13528,-459,1,0,1,0,Accountants,1.0,0
5687,5090704,F,N,N,0,202500.0,Pensioner,Higher education,Single / not married,House / apartment,-23290,365243,1,0,0,0,,1.0,0
5688,5090707,F,Y,Y,0,270000.0,Working,Higher education,Single / not married,House / apartment,-12151,-186,1,0,0,1,Accountants,1.0,1
5689,5090724,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,-8326,-857,1,0,0,0,Drivers,1.0,0
5690,5090726,F,N,Y,1,117000.0,Working,Secondary / secondary special,Widow,House / apartment,-16997,-280,1,1,1,0,,2.0,0
5691,5090729,M,Y,Y,2,360000.0,Commercial associate,Incomplete higher,Married,House / apartment,-12446,-2165,1,0,0,0,,4.0,1
5692,5090730,F,N,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,-12854,-125,1,0,1,0,Core staff,3.0,1
5693,5090731,M,Y,Y,1,171000.0,Commercial associate,Higher education,Married,House / apartment,-12477,-2254,1,0,0,0,Managers,3.0,0
5694,5090733,F,N,Y,0,171000.0,Working,Secondary / secondary special,Married,House / apartment,-17076,-8041,1,0,0,0,Cooking staff,2.0,0
5695,5090734,F,N,N,0,67500.0,Commercial associate,Secondary / secondary special,Married,With parents,-15321,-402,1,0,0,0,Laborers,2.0,0
5696,5090735,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13817,-2775,1,0,0,0,Sales staff,2.0,0
5697,5090736,F,N,Y,0,135000.0,Working,Higher education,Single / not married,House / apartment,-19548,-4754,1,0,0,0,Laborers,1.0,0
5698,5090737,F,N,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18972,-3715,1,0,0,0,Laborers,1.0,1
5699,5090739,F,Y,Y,2,337500.0,Commercial associate,Higher education,Married,House / apartment,-13842,-216,1,0,0,1,Core staff,4.0,0
5700,5090740,F,N,Y,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23802,365243,1,0,0,0,,2.0,0
5701,5090741,F,N,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,-10979,-3503,1,0,0,1,Core staff,3.0,1
5702,5090755,M,N,N,0,148500.0,Working,Higher education,Married,House / apartment,-15544,-3631,1,0,1,0,Laborers,2.0,0
5703,5090757,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-17039,-7343,1,0,0,0,,2.0,0
5704,5090758,M,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21047,365243,1,0,0,0,,2.0,0
5705,5090759,F,N,Y,0,81000.0,State servant,Secondary / secondary special,Widow,House / apartment,-21990,-7677,1,1,1,0,Medicine staff,1.0,0
5706,5090760,F,N,Y,0,67500.0,Working,Incomplete higher,Single / not married,House / apartment,-12609,-1468,1,0,0,0,,1.0,0
5707,5090761,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-17384,-4421,1,0,0,0,High skill tech staff,2.0,0
5708,5090763,F,N,Y,0,54000.0,Working,Higher education,Married,House / apartment,-15366,-339,1,0,0,0,Managers,2.0,1
5709,5090764,F,N,Y,1,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-12279,-4903,1,1,1,0,Core staff,3.0,0
5710,5090765,F,N,Y,2,292500.0,Working,Higher education,Married,House / apartment,-12708,-4508,1,0,1,1,Core staff,4.0,0
5711,5090766,F,N,Y,2,164250.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14138,-3016,1,0,1,1,Sales staff,4.0,0
5712,5090767,F,N,N,1,108000.0,Working,Secondary / secondary special,Widow,House / apartment,-12587,-3626,1,0,0,1,Sales staff,2.0,0
5713,5090774,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Widow,Municipal apartment,-15277,-2472,1,0,0,0,Drivers,3.0,0
5714,5090776,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22752,365243,1,0,0,0,,2.0,1
5715,5090777,F,Y,Y,2,1125000.0,Commercial associate,Higher education,Married,House / apartment,-14339,-2653,1,1,1,0,Managers,4.0,0
5716,5090778,F,N,Y,0,202500.0,Working,Higher education,Single / not married,House / apartment,-16471,-1312,1,0,1,0,Sales staff,1.0,1
5717,5090784,M,N,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-20175,-2594,1,0,0,0,,2.0,0
5718,5090788,F,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10909,-1374,1,0,0,0,Managers,2.0,1
5719,5090790,F,Y,Y,0,238500.0,Working,Higher education,Married,House / apartment,-15203,-7095,1,0,0,0,Medicine staff,2.0,0
5720,5090793,F,N,Y,0,247500.0,Working,Higher education,Married,House / apartment,-14020,-3503,1,0,1,0,Core staff,2.0,0
5721,5090795,F,N,Y,0,157500.0,Commercial associate,Higher education,Married,House / apartment,-18384,-793,1,0,1,0,,2.0,0
5722,5090806,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21185,365243,1,0,0,1,,2.0,0
5723,5090808,F,Y,Y,0,243000.0,Commercial associate,Higher education,Married,House / apartment,-13130,-249,1,1,0,1,,2.0,0
5724,5090809,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21284,365243,1,0,0,1,,2.0,0
5725,5090811,F,N,Y,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,-18978,-3016,1,1,1,0,Medicine staff,1.0,1
5726,5090812,M,N,Y,1,126000.0,Working,Secondary / secondary special,Married,House / apartment,-13386,-1708,1,0,0,1,Drivers,3.0,0
5727,5090816,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,-12098,-4265,1,1,1,0,Core staff,2.0,0
5728,5090826,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17628,-1284,1,0,0,0,Drivers,2.0,0
5729,5090828,F,N,Y,0,63000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22169,365243,1,0,0,0,,2.0,0
5730,5090829,F,Y,Y,0,450000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-19730,-3016,1,0,0,1,Managers,2.0,0
5731,5090832,F,N,Y,1,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13698,-1195,1,0,0,0,Sales staff,2.0,0
5732,5090835,F,N,Y,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,-15687,-130,1,0,0,0,Laborers,1.0,0
5733,5090836,F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14640,365243,1,0,1,1,,2.0,1
5734,5090837,F,N,Y,0,153000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20795,365243,1,0,1,0,,2.0,1
5735,5090838,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19274,-127,1,0,0,0,Medicine staff,2.0,0
5736,5090839,M,Y,Y,2,180000.0,Working,Higher education,Civil marriage,House / apartment,-14708,-1679,1,0,1,0,Laborers,4.0,0
5737,5090840,F,Y,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-21871,-5665,1,1,1,0,Cooking staff,2.0,0
5738,5090845,F,N,Y,0,72000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21098,365243,1,0,0,0,,1.0,0
5739,5090846,F,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10692,-946,1,1,1,1,Cooking staff,2.0,0
5740,5090856,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-17563,-1713,1,1,1,0,Accountants,2.0,1
5741,5090857,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16798,-1317,1,0,0,0,Drivers,3.0,0
5742,5090859,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16857,-1682,1,0,0,1,Managers,2.0,0
5743,5090860,F,N,Y,0,94500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24013,365243,1,0,1,0,,1.0,0
5744,5090861,F,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19765,-2168,1,0,0,0,Sales staff,2.0,0
5745,5090865,M,N,N,0,405000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14216,-1923,1,0,0,1,Sales staff,1.0,0
5746,5090866,F,N,Y,1,202500.0,Commercial associate,Higher education,Married,House / apartment,-17726,-3870,1,0,0,1,High skill tech staff,3.0,0
5747,5090869,M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-21070,-1099,1,1,0,0,Laborers,2.0,0
5748,5090871,F,N,N,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14172,-1130,1,0,0,0,Medicine staff,4.0,0
5749,5090872,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18876,-3016,1,0,0,0,,2.0,1
5750,5090875,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14414,-1159,1,0,0,0,Accountants,2.0,0
5751,5090878,F,Y,Y,0,337500.0,Working,Higher education,Civil marriage,Office apartment,-14311,-2985,1,0,0,1,Drivers,2.0,0
5752,5090888,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22094,365243,1,0,0,0,,1.0,0
5753,5090889,F,N,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,-22307,-96,1,0,0,0,Sales staff,2.0,1
5754,5090890,M,Y,Y,0,216000.0,Pensioner,Higher education,Married,House / apartment,-19631,365243,1,0,0,1,,2.0,0
5755,5090891,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22943,365243,1,0,0,0,,2.0,0
5756,5090893,M,N,N,0,225000.0,Working,Higher education,Married,House / apartment,-12051,-4691,1,0,0,0,Laborers,2.0,0
5757,5090894,F,Y,Y,2,90000.0,Working,Higher education,Married,House / apartment,-13156,-4234,1,0,0,0,Accountants,4.0,0
5758,5090895,F,N,Y,0,81000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11321,-459,1,1,1,0,Laborers,1.0,0
5759,5090908,M,Y,Y,2,360000.0,Commercial associate,Higher education,Married,House / apartment,-14894,-1954,1,0,0,1,Managers,4.0,0
5760,5090909,F,N,Y,0,103500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13490,-1133,1,0,0,0,Core staff,2.0,0
5761,5090910,F,Y,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19841,365243,1,0,0,0,,2.0,0
5762,5090912,F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23067,365243,1,0,1,0,,2.0,0
5763,5090913,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21908,365243,1,0,0,0,,2.0,0
5764,5090915,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17218,-1649,1,0,0,0,Security staff,2.0,0
5765,5090919,F,N,N,1,193500.0,Working,Secondary / secondary special,Married,House / apartment,-15412,-4691,1,1,0,0,Laborers,3.0,0
5766,5090921,F,N,N,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,-14234,-2896,1,1,0,0,Laborers,2.0,0
5767,5090922,F,N,N,0,180000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22385,365243,1,0,1,0,,1.0,0
5768,5090924,F,N,N,0,247500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-18588,-4234,1,0,1,0,Core staff,2.0,0
5769,5090925,F,N,Y,0,243000.0,Commercial associate,Secondary / secondary special,Married,With parents,-17000,-3412,1,0,0,0,Laborers,2.0,0
5770,5090943,M,N,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14898,-405,1,0,0,1,,1.0,0
5771,5090945,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22570,365243,1,0,0,0,,2.0,0
5772,5090948,M,Y,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14571,365243,1,0,1,0,,2.0,0
5773,5090963,F,N,Y,0,360000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-19065,-1833,1,1,1,1,Accountants,2.0,0
5774,5090965,F,N,Y,0,252000.0,Commercial associate,Higher education,Married,House / apartment,-17512,-3232,1,0,1,1,Accountants,2.0,1
5775,5090968,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-12496,-127,1,0,0,0,Laborers,3.0,0
5776,5090970,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14890,-736,1,0,0,0,,3.0,0
5777,5090977,F,N,N,0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,-13774,-2684,1,0,0,0,Cooking staff,1.0,1
5778,5090985,M,Y,Y,0,495000.0,Working,Incomplete higher,Married,With parents,-8917,-1101,1,0,0,1,Drivers,2.0,0
5779,5090988,M,Y,Y,0,405000.0,Working,Higher education,Married,House / apartment,-10323,-2622,1,1,1,1,Managers,2.0,0
5780,5091001,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17211,-3232,1,0,0,0,Laborers,2.0,0
5781,5091011,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-18493,365243,1,0,0,1,,1.0,0
5782,5091012,F,N,Y,0,90000.0,Working,Lower secondary,Married,House / apartment,-11239,-3018,1,0,1,0,Medicine staff,2.0,0
5783,5091013,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14284,-4267,1,0,0,0,Cooking staff,3.0,0
5784,5091020,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,Municipal apartment,-14155,-6670,1,0,0,1,Medicine staff,2.0,0
5785,5091024,F,N,Y,0,130500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23476,365243,1,0,0,0,,2.0,0
5786,5091028,F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22176,365243,1,0,0,0,,2.0,0
5787,5091030,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-8759,-1437,1,0,0,1,Laborers,2.0,0
5788,5091034,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14153,-2075,1,0,0,1,Sales staff,1.0,0
5789,5091035,F,Y,N,0,157500.0,Working,Incomplete higher,Single / not married,With parents,-16271,-96,1,0,0,0,,1.0,0
5790,5091038,M,N,N,0,360000.0,Commercial associate,Higher education,Single / not married,House / apartment,-9514,-461,1,1,1,1,Waiters/barmen staff,1.0,0
5791,5091043,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-19756,-2136,1,0,0,0,Laborers,2.0,0
5792,5091048,F,N,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,-15438,-2197,1,0,0,1,Secretaries,4.0,0
5793,5091059,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16282,-1192,1,0,1,0,Laborers,3.0,0
5794,5091060,F,N,Y,1,67500.0,State servant,Secondary / secondary special,Married,House / apartment,-13882,-3505,1,1,0,0,Sales staff,3.0,0
5795,5091063,F,N,Y,0,382500.0,Commercial associate,Incomplete higher,Married,Municipal apartment,-11579,-1161,1,0,0,0,Accountants,2.0,1
5796,5091065,F,N,N,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,-16775,-3383,1,0,0,0,Private service staff,1.0,0
5797,5091070,M,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-13424,-4754,1,0,0,1,Laborers,2.0,0
5798,5091077,M,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12239,-3505,1,0,0,0,Sales staff,2.0,0
5799,5091080,F,N,Y,0,202500.0,Commercial associate,Higher education,Single / not married,House / apartment,-13184,-5728,1,0,0,1,Accountants,1.0,0
5800,5091086,M,Y,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14957,-430,1,0,0,0,Sales staff,4.0,0
5801,5091087,F,N,Y,2,360000.0,Commercial associate,Higher education,Married,House / apartment,-10685,-1863,1,1,0,0,Managers,4.0,0
5802,5091089,F,N,Y,2,112500.0,Working,Higher education,Married,House / apartment,-19700,-10994,1,0,0,0,,4.0,0
5803,5091094,M,N,Y,0,198000.0,Pensioner,Higher education,Married,House / apartment,-24662,365243,1,0,0,0,,2.0,0
5804,5091115,M,N,Y,1,292500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14785,-3018,1,1,1,0,Laborers,3.0,0
5805,5091123,F,N,Y,1,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18715,-2867,1,1,0,0,Secretaries,2.0,0
5806,5091132,F,N,Y,0,166500.0,Pensioner,Higher education,Married,House / apartment,-22559,365243,1,0,0,0,,2.0,0
5807,5091135,F,Y,Y,0,225000.0,Working,Higher education,Separated,House / apartment,-11218,-583,1,0,1,0,Security staff,1.0,0
5808,5091136,M,Y,N,0,202500.0,Commercial associate,Higher education,Single / not married,House / apartment,-9958,-979,1,0,0,1,Drivers,1.0,0
5809,5091137,F,Y,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,-12723,-1649,1,0,0,0,Sales staff,2.0,0
5810,5091138,F,N,N,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,-15775,-7888,1,1,0,0,,4.0,0
5811,5091144,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10785,-1345,1,0,0,0,,2.0,0
5812,5091151,F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,-11189,-3352,1,0,0,1,,2.0,0
5813,5091153,F,Y,Y,0,256500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13821,-1071,1,0,0,1,Core staff,2.0,0
