Marca temporal,Nro_Mes,Mes_Marca,Con_Mes,1. Utiliza habitualmente la página web de ATM,3. Le resultó simple la creación de su cuenta en Mis Trámites,4. Le resulta comprensible la sección de Mis Trámites,"5. El trámite solicitado dentro de Mis Trámites Online, lo pudo iniciar de forma:",2. La información brindada por la página web de ATM es:,6. El boleto para pagar el año 2021 lo obtiene por:,Defina (máximo en dos palabras) como es el servicio brindado por la página web de ATM,Agregue aquí su sugerencia
26/5/2021 14:55:42,05,MAYO,05-MAYO,SI,SI,SI,Satisfactoria,Regular,Recepción por correo electrónico,,
26/5/2021 15:19:10,05,MAYO,05-MAYO,NO,NO,NO,Nada satisfactoria,Buena,Entrega en su domicilio real,"Muchos errores de la página, poca respuestas al 148.",
26/5/2021 16:12:02,05,MAYO,05-MAYO,SI,SI,SI,Nada satisfactoria,Mala,Descarga de la página web de ATM,,
26/5/2021 16:42:50,05,MAYO,05-MAYO,SI,SI,NO,Muy satisfactoria,Buena,Descarga de la página web de ATM,,
26/5/2021 17:19:41,05,MAYO,05-MAYO,NO,SI,SI,Nada satisfactoria,Buena,Descarga de la página web de ATM,EL TRAMITE NO FUE RESUELTO TODAVIA.,
26/5/2021 17:26:43,05,MAYO,05-MAYO,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,,
26/5/2021 19:14:22,05,MAYO,05-MAYO,NO,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,,
26/5/2021 23:06:57,05,MAYO,05-MAYO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
27/5/2021 0:05:07,05,MAYO,05-MAYO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"DEBERIA PERMITIRSE CREAR VEP PARA PAGO DE IIBB DESDE PAGINA DE AFIP (ASI COMO SE GENERA PARA AG DE RETENCION O ESCRIBANOS, ETC). ",
27/5/2021 9:28:59,05,MAYO,05-MAYO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
27/5/2021 9:55:37,05,MAYO,05-MAYO,NO,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,Debería haber un importante call center para evacuar consultas.,
27/5/2021 11:18:16,05,MAYO,05-MAYO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
27/5/2021 11:27:09,05,MAYO,05-MAYO,SI,SI,SI,Nada satisfactoria,Regular,Descarga de la página web de ATM,NECESITO QUE RESPONDAN Y RESUELVAN EL EXPEDIENTE ELECTRÓNICO EE89362021 QUE ESTÁ CREADO DESDE EL 10/02/2021. GRACIAS,
27/5/2021 12:05:35,05,MAYO,05-MAYO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
27/5/2021 12:09:36,05,MAYO,05-MAYO,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
27/5/2021 13:02:18,05,MAYO,05-MAYO,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,"Mas rapidez en los tramites, que se preste atención y no generar nuevo inconveniente al ciudadano ",
27/5/2021 14:28:32,05,MAYO,05-MAYO,SI,SI,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,"Por favor en la parte de plan de pagos cuando no se pueda pagar tiene que haber alguna forma de solución fácil para reactivar esa cuota y poder pagarla, porque la intención y voluntad de pago de parte del contribuyente esta, lo difícil es encontrar gente de ATM que atiende el pedido y de una solución pronto.",
27/5/2021 14:48:37,05,MAYO,05-MAYO,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,ME GUSTARÍA MÁS RAPIDEZ,
27/5/2021 19:25:29,05,MAYO,05-MAYO,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,,
27/5/2021 20:58:25,05,MAYO,05-MAYO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,c ,
28/5/2021 7:32:26,05,MAYO,05-MAYO,SI,NO,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,"Notificar el avance del tramite, es decir el paso a las distintas oficinas u observaciones,  al correo electrónico ",
28/5/2021 9:07:43,05,MAYO,05-MAYO,SI,SI,SI,Poco satisfactoria,Regular,Descarga de la página web de ATM,Acelerar los tiempos en que generan las boletas de pago.,
28/5/2021 10:11:00,05,MAYO,05-MAYO,SI,SI,NO,Nada satisfactoria,Buena,Recepción por correo electrónico,,
28/5/2021 10:36:44,05,MAYO,05-MAYO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
28/5/2021 11:08:00,05,MAYO,05-MAYO,SI,SI,SI,Poco satisfactoria,Buena,Entrega en su domicilio real,,
28/5/2021 11:53:09,05,MAYO,05-MAYO,NO,SI,NO,Satisfactoria,Regular,Descarga de la página web de ATM,"El menú es complicado y poco claro, creo que el sistema está hecho para que uno gaste en un contador o pierda tiempo. La atención telefónica no existe, tengo grabado una hora de espere y será atendido, tuve que sacar un turno y cuando fui hasta allá me dieron un papel para que el tramite lo haga en internet, y encima la chica que me atendió me dijo que si en un par de semanas no me han contestado el expediente electrónico que saque otra vez turno para ir personalmente a ver que pasa!!! Atención al cliente muy mala. Deberían contratar a alguien que los asesore... Perdida de tiempo total",
28/5/2021 11:56:25,05,MAYO,05-MAYO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
28/5/2021 12:11:12,05,MAYO,05-MAYO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
28/5/2021 12:53:21,05,MAYO,05-MAYO,SI,NO,SI,Satisfactoria,Buena,Descarga de la página web de ATM,Celeridad en la respuesta de trámites web ,
28/5/2021 12:57:06,05,MAYO,05-MAYO,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
28/5/2021 13:43:29,05,MAYO,05-MAYO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
28/5/2021 13:53:58,05,MAYO,05-MAYO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
28/5/2021 13:55:14,05,MAYO,05-MAYO,SI,SI,SI,Satisfactoria,Regular,Recepción por correo electrónico,,
28/5/2021 14:27:56,05,MAYO,05-MAYO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
28/5/2021 15:02:19,05,MAYO,05-MAYO,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,,
28/5/2021 15:35:27,05,MAYO,05-MAYO,NO,NO,SI,Nada satisfactoria,Mala,Recepción por correo electrónico,,
28/5/2021 16:04:21,05,MAYO,05-MAYO,SI,SI,SI,Nada satisfactoria,Mala,Descarga de la página web de ATM,ES UN DESASTRE LA RESOLUCION DE EXPTES! SE TARDAN MAS DE UN MES CUANDO UNO LE PRESENTA TODA LA DOCUMENTACION. NO EXISTE GENTE CAPACITADA PARA RESOLVER UN TRAMITE!!! TODOS LOS MESES ABRIENDO EXPTES POR LAS MISMAS COSAS QUE SUPUESTAMENTE ME NOTIFICAN QUE CARGARON!!! DESASTROSOOOO,
28/5/2021 17:18:41,05,MAYO,05-MAYO,SI,SI,SI,Nada satisfactoria,Mala,Nunca lo emitieron,"Den un mail valido y de facil acceso para comunicarse ,no me emitieron el impuesto 2021 y no me dan solucion",
28/5/2021 17:21:17,05,MAYO,05-MAYO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,Estaba haciendo un trámite por la oficina virtual y me lo archivaron sin ninguna explicación,
28/5/2021 18:32:28,05,MAYO,05-MAYO,NO,SI,NO,Poco satisfactoria,Buena,Descarga de la página web de ATM,NO es clara la forma de adjuntar documentos con la pantalla siguiente que efectúa propiamente la carga del documento.,
28/5/2021 18:33:50,05,MAYO,05-MAYO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
28/5/2021 21:26:55,05,MAYO,05-MAYO,NO,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
29/5/2021 11:23:32,05,MAYO,05-MAYO,SI,NO,NO,Satisfactoria,Regular,Descarga de la página web de ATM,,
29/5/2021 13:07:35,05,MAYO,05-MAYO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,MUY BUENO,
29/5/2021 13:35:18,05,MAYO,05-MAYO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
29/5/2021 13:38:19,05,MAYO,05-MAYO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,necesito recibir impresos  en domicilio,
30/5/2021 13:12:49,05,MAYO,05-MAYO,SI,NO,NO,Satisfactoria,Regular,Recepción por correo electrónico,"Es complicada para entender la pagina, se usan términos familiares para los empleados de ATM y no para los usuarios",
30/5/2021 19:58:48,05,MAYO,05-MAYO,SI,NO,NO,Poco satisfactoria,Buena,Recepción por correo electrónico,,
30/5/2021 21:06:16,05,MAYO,05-MAYO,NO,SI,SI,Poco satisfactoria,Regular,Descarga de la página web de ATM,,
30/5/2021 21:34:49,05,MAYO,05-MAYO,NO,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,,
30/5/2021 23:31:19,05,MAYO,05-MAYO,SI,SI,SI,Poco satisfactoria,Muy Buena,Descarga de la página web de ATM,,
30/5/2021 23:44:47,05,MAYO,05-MAYO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
31/5/2021 0:12:08,05,MAYO,05-MAYO,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,,
31/5/2021 9:21:37,05,MAYO,05-MAYO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
31/5/2021 9:51:25,05,MAYO,05-MAYO,NO,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,,
31/5/2021 10:03:08,05,MAYO,05-MAYO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,Hay tramites que jamas los resuelven  como el caso del contribuyente 20149408909,
31/5/2021 10:15:42,05,MAYO,05-MAYO,NO,SI,SI,Poco satisfactoria,Regular,Dirigiendome a la bolsa de comercio,"Buenos días ,está bueno este sistema pero además deberia mejorar la atención teléfonica y el 148.Estos dos últimos servicios son un desastre.Estamos en una pandemia y se nos pide que no concurramos a lugares públicos ,pero como hacemos si los servicios que nos debemos dirigir son malos.
Gracias por entender.
Stimolo José Martín
Cel. 2616574970",
31/5/2021 10:16:55,05,MAYO,05-MAYO,SI,NO,SI,Nada satisfactoria,Buena,Descarga de la página web de ATM,PRESENTE exp  EE54180-2020 el 16/12/2020  SIN MOVIMIENTO NI RESPUESTA A LA FECHA,
31/5/2021 10:21:07,05,MAYO,05-MAYO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
31/5/2021 10:30:21,05,MAYO,05-MAYO,SI,NO,NO,Poco satisfactoria,Mala,Recepción por correo electrónico,,
31/5/2021 10:43:58,05,MAYO,05-MAYO,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
31/5/2021 11:03:28,05,MAYO,05-MAYO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
31/5/2021 11:11:14,05,MAYO,05-MAYO,SI,SI,SI,Poco satisfactoria,Regular,Recepción por correo electrónico,,
31/5/2021 11:14:45,05,MAYO,05-MAYO,NO,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,LA VES QUE INGRESO A LA PAGINA.... ,
31/5/2021 11:40:14,05,MAYO,05-MAYO,SI,NO,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
31/5/2021 11:59:20,05,MAYO,05-MAYO,NO,NO,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
31/5/2021 13:01:04,05,MAYO,05-MAYO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"es un poco difícil completar, en el apartado, mis trámites, las formas para reclamos de patentes pagas. ",
31/5/2021 14:19:26,05,MAYO,05-MAYO,SI,SI,SI,Nada satisfactoria,Mala,Lo pago en la página ATM no lo descargo.o des,"En tipo deTRÁMITE en Catastro a realizar,no figura Certificado Catastral o Presentaciones Varias como indica la guía suministrada para crear un expediente electrónico.Además,no me dice qué documentación debo adjuntar para solicitar el Certificado Catastral.(que es lo que solicito)",
31/5/2021 14:44:14,05,MAYO,05-MAYO,NO,NO,NO,Poco satisfactoria,Regular,Entrega en su domicilio real,No debiera ser tan complejo el trámite de incorporación de Ofici.-os por Mesa de entradas,
31/5/2021 14:58:20,05,MAYO,05-MAYO,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,,
31/5/2021 16:48:58,05,MAYO,05-MAYO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
31/5/2021 17:11:53,05,MAYO,05-MAYO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
31/5/2021 17:55:19,05,MAYO,05-MAYO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
31/5/2021 18:45:38,05,MAYO,05-MAYO,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,,
31/5/2021 18:55:53,05,MAYO,05-MAYO,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"en este momento inicio la gestión, espero una pronta respuesta.",
31/5/2021 19:30:43,05,MAYO,05-MAYO,SI,SI,SI,Satisfactoria,Regular,Descarga de la página web de ATM,Agregar información respecto de trámites ante Catastro ,
31/5/2021 20:01:35,05,MAYO,05-MAYO,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,,
31/5/2021 20:30:14,05,MAYO,05-MAYO,NO,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
1/6/2021 9:46:19,06,JUNIO,06-JUNIO,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,"el servicio telefónico tiene mucha demora en atender, deberían haber más operadores",
1/6/2021 9:46:43,06,JUNIO,06-JUNIO,NO,SI,SI,Satisfactoria,Buena,no debo pagar,"me estan haciendo preguntas que no puedo responder en este momento y no me dejan completar la encuesta con lo que si puedo responde, entonces debo tildar algo sin razon de ser   ",
1/6/2021 10:10:59,06,JUNIO,06-JUNIO,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,Los inmuebles cuya propiedad pertenece a mas de un titular deberían aparecer en la oficina virtual de todos los titulares y cotitulares,
1/6/2021 10:36:10,06,JUNIO,06-JUNIO,SI,SI,SI,Satisfactoria,Regular,Descarga de la página web de ATM,se hizo facil luego de que fuera a la ventanilla unica con turno previo y alli me dieran el instructivo ,
1/6/2021 10:46:51,06,JUNIO,06-JUNIO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,.,
1/6/2021 10:47:10,06,JUNIO,06-JUNIO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
1/6/2021 10:48:30,06,JUNIO,06-JUNIO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
1/6/2021 11:12:18,06,JUNIO,06-JUNIO,SI,NO,NO,Nada satisfactoria,Regular,Descarga de la página web de ATM,,
1/6/2021 11:13:19,06,JUNIO,06-JUNIO,NO,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,,
1/6/2021 11:44:54,06,JUNIO,06-JUNIO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
1/6/2021 11:53:12,06,JUNIO,06-JUNIO,NO,SI,NO,Satisfactoria,Buena,Descarga de la página web de ATM,,
1/6/2021 12:14:55,06,JUNIO,06-JUNIO,NO,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,,
1/6/2021 12:21:21,06,JUNIO,06-JUNIO,SI,NO,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,"Mi sugerencia es que el procedimiento para el sellado de las órdenes de compra sea mucho mas sencillo, y que que al generar un sellado no implique un nacimiento de hecho imponible ; que sea simplemente un vep o una boleta que se pueda rehacer las veces que haga falta",
1/6/2021 12:25:17,06,JUNIO,06-JUNIO,SI,NO,SI,Nada satisfactoria,Regular,Descarga de la página web de ATM,"Corregir la manera de hacer los tramites. Ya que siendo escribana, no puedo consultar la deuda de los inmuebles de manera rapida y eficiente, mas en en medio de esta pandemia que no podemos ir al lugar sin previo turno. ",
1/6/2021 12:45:31,06,JUNIO,06-JUNIO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
1/6/2021 15:36:42,06,JUNIO,06-JUNIO,NO,SI,NO,Satisfactoria,Buena,Descarga de la página web de ATM,,
1/6/2021 16:05:16,06,JUNIO,06-JUNIO,NO,SI,SI,Satisfactoria,Buena,No pago boleto ,,
1/6/2021 16:40:16,06,JUNIO,06-JUNIO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"para el sellado de contratos podrían colocar la opción de anotar el padrón aunque no figure en el listado y que se adjunte la escritura, en vez de tener que derivarlo por expte electrónico que demora mucho la obtención del boleto.",
1/6/2021 16:47:26,06,JUNIO,06-JUNIO,SI,SI,SI,Nada satisfactoria,Muy Buena,Descarga de la página web de ATM,"Muy mala atención, no resolvieron el problema y demoraron 2 meses en responder.",
1/6/2021 18:03:12,06,JUNIO,06-JUNIO,SI,SI,SI,Muy satisfactoria,Muy Buena,Recepción por correo electrónico,,
1/6/2021 18:56:04,06,JUNIO,06-JUNIO,NO,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,,
1/6/2021 19:25:44,06,JUNIO,06-JUNIO,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"Hoy llegue tarde al turno en Ventanilla única, y sin embargo el personal me atendió excelente. ",
1/6/2021 20:20:05,06,JUNIO,06-JUNIO,SI,SI,NO,Poco satisfactoria,Mala,Descarga de la página web de ATM,Si tengo un reclamo que hacer de sellados que es lo que mas ocupo es un problema porque nadie me toma el reclamo o consulta.,
1/6/2021 21:33:58,06,JUNIO,06-JUNIO,SI,SI,SI,Poco satisfactoria,Muy Buena,Descarga de la página web de ATM,,
1/6/2021 22:09:47,06,JUNIO,06-JUNIO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
1/6/2021 22:30:14,06,JUNIO,06-JUNIO,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
1/6/2021 23:06:18,06,JUNIO,06-JUNIO,NO,NO,SI,Poco satisfactoria,Regular,Recepción por correo electrónico,Más claridad en la guía de trámites y para las impresiones de boletas de pago y bajas de los dominios y pago de los mismos,
2/6/2021 8:41:18,06,JUNIO,06-JUNIO,NO,SI,SI,Satisfactoria,Buena,No aplicable,,
2/6/2021 9:43:25,06,JUNIO,06-JUNIO,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,,
2/6/2021 10:38:13,06,JUNIO,06-JUNIO,NO,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,,
2/6/2021 10:47:24,06,JUNIO,06-JUNIO,SI,SI,SI,Muy satisfactoria,Muy Buena,Entrega en su domicilio real,,
2/6/2021 11:14:31,06,JUNIO,06-JUNIO,SI,SI,SI,Nada satisfactoria,Buena,Descarga de la página web de ATM,"He presentado oficios judiciales y ya ha pasado un mes y medio sin obtener respuesta, ambos son la última prueba necesaria en dichos procesos para solicitar sentencia, y a la vez son procesos de objeto urgente. sugiero una comunicación más fluida con los abogados, ya sea por vía telefónica o por correo.",
2/6/2021 11:52:24,06,JUNIO,06-JUNIO,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,,
2/6/2021 12:05:13,06,JUNIO,06-JUNIO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,"Hay trámites que no resuelve la web ni está actualizado en Preguntas Frecuentes como Pagos Duplicados. He tratado de comunicarme telefónicamente durante 2 días sin atenderme. 
Al momento no he podido solucionar el problema ni he recibido una respuesta.",
2/6/2021 13:16:36,06,JUNIO,06-JUNIO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
2/6/2021 13:48:35,06,JUNIO,06-JUNIO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
2/6/2021 14:01:52,06,JUNIO,06-JUNIO,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,,
2/6/2021 15:12:53,06,JUNIO,06-JUNIO,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,,
2/6/2021 15:45:03,06,JUNIO,06-JUNIO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
2/6/2021 17:18:09,06,JUNIO,06-JUNIO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
2/6/2021 19:22:51,06,JUNIO,06-JUNIO,SI,NO,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,,
2/6/2021 19:35:57,06,JUNIO,06-JUNIO,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,,
2/6/2021 21:07:05,06,JUNIO,06-JUNIO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
2/6/2021 21:56:17,06,JUNIO,06-JUNIO,SI,SI,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,Necesitamos que funcione correctamente el servicio de atención al público telefónico con personas ESPECIALIZADAS EN CADA TEMA CON PRACTICA NO TEORÍA y en horario muy extendido. ,
3/6/2021 9:11:31,06,JUNIO,06-JUNIO,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,,
3/6/2021 9:25:49,06,JUNIO,06-JUNIO,SI,SI,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,,
3/6/2021 9:28:29,06,JUNIO,06-JUNIO,NO,SI,SI,Satisfactoria,Buena,NINGUNO,,
3/6/2021 9:28:37,06,JUNIO,06-JUNIO,SI,SI,SI,Poco satisfactoria,Regular,Recepción por correo electrónico,,
3/6/2021 9:52:36,06,JUNIO,06-JUNIO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
3/6/2021 10:45:52,06,JUNIO,06-JUNIO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
3/6/2021 11:05:25,06,JUNIO,06-JUNIO,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,"No se si se puede actualmente, pro deberiamos poder cargar mas de un mail para recibir información. En mi caso particular le llega al estudio contable unicamente. ",
3/6/2021 11:28:44,06,JUNIO,06-JUNIO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
3/6/2021 11:43:19,06,JUNIO,06-JUNIO,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,,
3/6/2021 12:20:09,06,JUNIO,06-JUNIO,SI,SI,SI,Nada satisfactoria,Buena,mail,que atiendan mi solicitud soy de malargue vengo pidiendo en reiteradas ocaciones me den la excención del 50% impuesto automotor y no me responden,
3/6/2021 12:40:15,06,JUNIO,06-JUNIO,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,,
3/6/2021 12:45:32,06,JUNIO,06-JUNIO,NO,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,NO ESTA CLARA LA FORMA EFECTUAR ANULACIONES,
3/6/2021 12:47:55,06,JUNIO,06-JUNIO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
3/6/2021 12:54:32,06,JUNIO,06-JUNIO,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,,
3/6/2021 13:52:25,06,JUNIO,06-JUNIO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"Hay tramites que no necesitan codigos retributivos, por lo cual, si es necesario debe solicitarse, caso contrario no.",
3/6/2021 14:01:36,06,JUNIO,06-JUNIO,SI,NO,NO,Nada satisfactoria,Regular,No gestiono ningún pago sino que gestiono la obtencion de datos catastrales. ,Por favor crear una ventana para obtener datos de Nomenclatura catastral y padron territorial,
3/6/2021 14:16:41,06,JUNIO,06-JUNIO,NO,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,,
3/6/2021 14:23:43,06,JUNIO,06-JUNIO,NO,SI,SI,Satisfactoria,Regular,Convenio,,
3/6/2021 15:00:31,06,JUNIO,06-JUNIO,SI,SI,SI,Satisfactoria,Regular,Recepción por correo electrónico,,
3/6/2021 15:29:55,06,JUNIO,06-JUNIO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
3/6/2021 15:39:27,06,JUNIO,06-JUNIO,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,,
3/6/2021 16:00:57,06,JUNIO,06-JUNIO,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,,
3/6/2021 16:33:17,06,JUNIO,06-JUNIO,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,,
3/6/2021 16:48:23,06,JUNIO,06-JUNIO,SI,SI,NO,Satisfactoria,Buena,Descarga de la página web de ATM,,
3/6/2021 17:30:17,06,JUNIO,06-JUNIO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
3/6/2021 20:40:34,06,JUNIO,06-JUNIO,NO,SI,SI,Nada satisfactoria,Mala,Descarga de la página web de ATM,Han puesto el nombre de otra persona con mi DNI Esto es inadmisible y necesita solución urgente. Yo soy Carlos Calise y no se quien es Juan Pablo Jaliff,
3/6/2021 21:48:11,06,JUNIO,06-JUNIO,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
3/6/2021 23:00:56,06,JUNIO,06-JUNIO,SI,NO,SI,Muy satisfactoria,Muy Buena,Recepción por correo electrónico,"Agradezco al personal de ATM. especialmente al Sr.ALDO FACELLO, quien con muy buena predisposicion, me indico los pasos a seguir.- MUCHAS GRACIAS.- FELICITACIONES.-",
4/6/2021 8:50:13,06,JUNIO,06-JUNIO,NO,SI,NO,Satisfactoria,Regular,Descarga de la página web de ATM,"La página debe optimizarse más para el uso de personas comunos, no familiarizadas con temas contables",
4/6/2021 9:06:27,06,JUNIO,06-JUNIO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
4/6/2021 9:48:49,06,JUNIO,06-JUNIO,NO,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
4/6/2021 10:39:04,06,JUNIO,06-JUNIO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
4/6/2021 11:11:53,06,JUNIO,06-JUNIO,SI,SI,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,,
4/6/2021 11:15:17,06,JUNIO,06-JUNIO,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,,
4/6/2021 11:45:15,06,JUNIO,06-JUNIO,SI,NO,SI,Satisfactoria,Buena,Descarga de la página web de ATM,Debería ser posible imprimir boletos desde la pagina de años anteriores,
4/6/2021 12:12:25,06,JUNIO,06-JUNIO,NO,NO,NO,Poco satisfactoria,Buena,Recepción por correo electrónico,"Deberian unnificar el diseño de Interfaz de Usuario para la seccion ""Mis Tramites"" es feo y dificil de navegar. ",
4/6/2021 12:51:44,06,JUNIO,06-JUNIO,NO,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
4/6/2021 13:52:13,06,JUNIO,06-JUNIO,SI,SI,SI,Muy satisfactoria,Buena,NO PAGO BOLETO,,
4/6/2021 16:12:47,06,JUNIO,06-JUNIO,NO,SI,NO,Satisfactoria,Regular,Entrega en su domicilio real,,
4/6/2021 16:16:03,06,JUNIO,06-JUNIO,NO,SI,SI,Muy satisfactoria,Muy Buena,no entiendo,,
4/6/2021 16:41:24,06,JUNIO,06-JUNIO,NO,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,,
